Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"AMERICAN BANKRUPTCY LAW JOURNAL","AM BANKRUPT LAW J","NATL CONF BANKRUPT J","0027-9048","N/A","LAW","SSCI","157","0.5","0.77","0.6","0"%,"100"%,"12",
"AFRICAN ECONOMIC HISTORY","AFR ECON HIST","UNIV WISCONSIN MADISON, AFRICAN STUDIES PROGRAM","0145-2258","2163-9108","HISTORY","AHCI","154","0.3","1.08","0.4","0"%,"100"%,"9",
"BUSINESS & PROFESSIONAL ETHICS JOURNAL","BUS PROF ETHICS J","PHILOSOPHY DOCUMENTATION CENTER","0277-2027","2153-7828","ETHICS","ESCI","150","0.5","0.25","0.5","0"%,"100"%,"8",
"EC Tax Review","EC TAX REV","KLUWER LAW INT","0928-2750","1875-8363","LAW","ESCI","148","0.5","0.71","0.5","1.32"%,"73.91"%,"23",
"Economic Issues","ECON ISS","ECONOMIC ISSUES EDUCATION FUND","1363-7029","1363-7029","ECONOMICS","ESCI","146","1.7","0.1","1.4","0"%,"100"%,"9",
"Comptabilite Controle Audit","COMPTAB CONTROL AUDI","ASSOC FRANCOPHONE COMPTABILITE-AFC","1262-2788","N/A","BUSINESS, FINANCE","SSCI","138","0.3","0.11","0.6","0"%,"100"%,"13",
"Asian Journal of Agriculture and Development","ASIAN J AGRIC DEV","SOUTHEAST ASIAN REGIONAL CENTER GRADUATE STUDY & RESEARCH AGRICULTURE","1656-4383","1656-4383","AGRONOMY","ESCI","137","0.5","0.18","1","0"%,"100"%,"20",
"Company and Securities Law Journal","CO SECUR LAW J","LAWBOOK CO LTD","0729-2775","0729-2775","LAW","ESCI","133","0.3","0.37","0.3","0"%,"100"%,"12",
"Advances and Applications in Statistics","ADV APPL STAT","PUSHPA PUBLISHING HOUSE","0972-3617","0972-3617","STATISTICS & PROBABILITY","ESCI","128","0.2","0.12","0.2","53.09"%,"100"%,"82",
"Baltic Journal of Economics","BALT J ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1406-099X","2334-4385","ECONOMICS","SSCI","117","0.8","0.3","1.2","100"%,"100"%,"12",
"Ekonomicheskaya politika","EKONOMICHESKAYA POLI","EKONOMICESKAA POLITIKA","1994-5124","2411-2658","ECONOMICS","ESCI","115","0.3","0.11","0.3","98.91"%,"100"%,"30",
"Chilean Journal of Statistics","CHIL J STAT","SOC CHILENA ESTADISTICA-SOCHE","0718-7912","0718-7920","STATISTICS & PROBABILITY","ESCI","112","0.9","0.32","0.7","0"%,"100"%,"5",
"Asia-Pacific Management Accounting Journal","ASIA-PAC MANAG ACCOU","ASIA-PACIFIC MANAGEMENT ACCOUNTING ASSOC","1675-3194","1675-3194","BUSINESS, FINANCE","ESCI","99","0.3","0.08","0.4","0"%,"95.65"%,"23",
"Asian Journal of Accounting and Governance","ASIAN J ACCOUNT GOV","PENERBIT UNIV KEBANGSAAN MALAYSIA","2180-3838","2180-3838","BUSINESS, FINANCE","ESCI","98","0.2","0.07","0.5","78.33"%,"87.5"%,"24",
"Revista Economia","REV ECON-PERU","PONTIFICIA UNIV CATOLICA PERU","0254-4415","2304-4306","ECONOMICS","ESCI","74","0.3","0.09","0.6","84.62"%,"100"%,"4",
"Economic Theory Bulletin","ECON THEOR B","SPRINGER HEIDELBERG","2196-1085","2196-1093","ECONOMICS","ESCI","71","0.5","0.16","0.3","31.82"%,"100"%,"22",
"Civil Justice Quarterly","CIV JUSTICE Q","SWEET MAXWELL LTD","0261-9261","N/A","LAW","ESCI","71","0.3","0.29","0.3","0"%,"100"%,"19",
"AUSTRALIAN BUSINESS LAW REVIEW","AUST BUS LAW REV","LAWBOOK CO LTD","0310-1053","0310-1053","LAW","ESCI","67","0.3","0.34","0.2","0"%,"100"%,"17",
"Acta Turistica","ACTA TURISTICA","EKONOMSKI FAK SVEUCILISTA, KATEDRA TRGOVINU & TURIZAM","0353-4316","1848-6061","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","57","0.4","0.1","0.5","81.82"%,"75"%,"8",
"Algorithmic Finance","ALGORITHMIC FINANC","IOS PRESS","2158-5571","2157-6203","BUSINESS, FINANCE","ESCI","53","0.2","0.1","0.2","0"%,"N/A","0",
"Australasian Agribusiness Review","AUSTRALAS AGRIBUS RE","UNIV NEW ENGLAND,UNE BUSINESS SCH, CTR AGRIBUSINESS","1833-5675","1442-6951","AGRICULTURAL ECONOMICS & POLICY","ESCI","50","0.1","0.05","0.4","0"%,"33.33"%,"3",
"African Journal of Accounting Auditing and Finance","AFR J ACCOUNT AUDIT","INDERSCIENCE ENTERPRISES LTD","2046-8083","2046-8091","BUSINESS, FINANCE","ESCI","48","0.7","0.08","0.5","0"%,"100"%,"10",
"Central European Journal of Economic Modelling and Econometrics","CENT EUR J ECONOM MO","POLISH ACADEMY SCIENCES-LODZ BRANCH","2080-0886","2080-119X","ECONOMICS","ESCI","42","0.3","0.09","0.3","8.33"%,"100"%,"9",
"Asian Journal of Management Cases","ASIAN J MANAG CASES","SAGE PUBLICATIONS INDIA PVT LTD","0972-8201","0973-0621","MANAGEMENT","ESCI","39","0.2","0.03","0.2","0"%,"100"%,"44",
"Australasian Dispute Resolution Journal","AUSTRALAS DISPUT RES","LAWBOOK CO LTD","1441-7847","1441-7847","LAW","ESCI","36","0.1","0.19","0.1","0"%,"100"%,"10",
"AUSTRALIAN TAX REVIEW","AUST TAX REV","LAWBOOK CO LTD","0311-094X","N/A","LAW","ESCI","35","0.1","0.23","0.2","0"%,"83.33"%,"12",
"Australian Intellectual Property Journal","AUSTR INTELLECT PROP","LAWBOOK CO LTD","1038-1635","1038-1635","LAW","ESCI","32","0.1","0.13","0.3","0"%,"100"%,"8",
"Australian Journal of Competition and Consumer Law","AUST J COMPETIT CONS","LAWBOOK CO LTD","1838-9260","1838-9260","LAW","ESCI","15","0.1","0.24","0.1","0"%,"100"%,"23",
"ATA Journal of Legal Tax Research","ATA J LEG TAX RES","AMER ACCOUNTING ASSOC","1543-866X","1543-866X","BUSINESS, FINANCE","ESCI","12","0.5","0.11","0.4","0"%,"100"%,"4",

Copyright (c) 2025 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
