"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS","EUR J IND RELAT","SAGE PUBLICATIONS LTD","0959-6801","1461-7129","INDUSTRIAL RELATIONS & LABOR","SSCI","838","2","1.02","2.8","49.28"%,"100"%,"23",
"International Journal of Law and Management","INT J LAW MANAG","EMERALD GROUP PUBLISHING LTD","1754-243X","1754-2448","LAW","ESCI","829","1.9","1.91","1.9","2.86"%,"96.05"%,"76",
"International Journal of Ethics and Systems","INT J ETHICS SYST","EMERALD GROUP PUBLISHING LTD","2514-9369","2514-9377","ECONOMICS","ESCI","825","3.2","0.82","3","1.06"%,"89.47"%,"76",
"Environmental Economics and Policy Studies","ENVIRON ECON POLICY","SPRINGER","1432-847X","1867-383X","ECONOMICS","ESCI","825","2.1","0.62","2.2","28.89"%,"100"%,"40",
"Education Finance and Policy","EDUC FINANC POLICY","MIT PRESS","1557-3060","1557-3079","ECONOMICS","SSCI","818","2","0.91","2","1.11"%,"100"%,"22",
"Education Finance and Policy","EDUC FINANC POLICY","MIT PRESS","1557-3060","1557-3079","EDUCATION & EDUCATIONAL RESEARCH","SSCI","818","2","0.91","2","1.11"%,"100"%,"22",
"Information Polity","INFORM POLITY","IOS PRESS","1570-1255","1875-8754","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","813","1.8","0.5","2.4","36.36"%,"94.12"%,"17",
"INTERNATIONAL STUDIES OF MANAGEMENT & ORGANIZATION","INT STUD MANAG ORG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0020-8825","1558-0911","MANAGEMENT","ESCI","803","2.1","0.36","2.1","25.4"%,"81.25"%,"32",
"Entrepreneurship Research Journal","ENTREP RES J","WALTER DE GRUYTER GMBH","2194-6175","2157-5665","BUSINESS","SSCI","777","2.3","0.5","2.4","6.86"%,"100"%,"17",
"International Journal of Disclosure and Governance","INT J DISCL GOV","PALGRAVE MACMILLAN LTD","1741-3591","1746-6539","MANAGEMENT","ESCI","769","2.4","0.61","3.3","14.79"%,"100"%,"57",
"International Journal of Information and Learning Technology","INT J INF LEARN TECH","EMERALD GROUP PUBLISHING LTD","2056-4880","2056-4880","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","ESCI","764","2.6","0.6","2.9","12.38"%,"97.06"%,"34",
"INDUSTRIAL RELATIONS JOURNAL","IND RELAT J","WILEY","0019-8692","1468-2338","INDUSTRIAL RELATIONS & LABOR","ESCI","758","1.5","0.68","1.6","64.63"%,"100"%,"27",
"European Review of Economic History","EUR REV ECON HIST","OXFORD UNIV PRESS","1361-4916","1474-0044","ECONOMICS","SSCI","757","1","0.98","1.5","33.33"%,"100"%,"16",
"European Review of Economic History","EUR REV ECON HIST","OXFORD UNIV PRESS","1361-4916","1474-0044","HISTORY OF SOCIAL SCIENCES","SSCI","757","1","0.98","1.5","33.33"%,"100"%,"16",
"INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION","INT J ENVIRON POLLUT","INDERSCIENCE ENTERPRISES LTD","0957-4352","1741-5101","ENVIRONMENTAL SCIENCES","SCIE","744","0.3","0.05","0.7","0"%,"100"%,"15",
"International Journal of Business and Society","INT J BUS SOC","UNIV MALAYSIA SARAWAK, FAC ECONOMICS & BUSINESS","1511-6670","1511-6670","BUSINESS","ESCI","735","0.8","0.14","0.9","93.63"%,"98.59"%,"71",
"International Journal of Sport Communication","INT J SPORT COMMUN","HUMAN KINETICS PUBL INC","1936-3915","1936-3907","COMMUNICATION","ESCI","733","2.1","0.97","2","1.64"%,"100"%,"28",
"Information Visualization","INFORM VISUAL","SAGE PUBLICATIONS LTD","1473-8716","1473-8724","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","718","2","0.52","2","33.9"%,"100"%,"23",
"Historical Materialism-Research in Critical Marxist Theory","HIST MATER","BRILL","1465-4466","1569-206X","PHILOSOPHY","AHCI","709","1","1.05","1.2","12.12"%,"100"%,"33",
"Historical Materialism-Research in Critical Marxist Theory","HIST MATER","BRILL","1465-4466","1569-206X","POLITICAL SCIENCE","SSCI","709","1","1.05","1.2","12.12"%,"100"%,"33",
"International Journal of Strategic Property Management","INT J STRATEG PROP M","VILNIUS GEDIMINAS TECH UNIV","1648-715X","1648-9179","MANAGEMENT","SSCI","695","1.7","0.42","1.8","96.67"%,"93.33"%,"30",
"European Journal of Law and Economics","EUR J LAW ECON","SPRINGER","0929-1261","1572-9990","ECONOMICS","SSCI","695","1.1","0.81","1.2","46.15"%,"97.3"%,"37",
"European Journal of Law and Economics","EUR J LAW ECON","SPRINGER","0929-1261","1572-9990","LAW","SSCI","695","1.1","0.81","1.2","46.15"%,"97.3"%,"37",
"Information and Computer Security","INF COMPUT SECUR","EMERALD GROUP PUBLISHING LTD","2056-4961","2056-4961","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","694","1.8","0.45","2.2","12.04"%,"97.62"%,"42",
"Employee Responsibilities and Rights Journal","EMPLOY RESPONSIB RIG","SPRINGER","0892-7545","1573-3378","INDUSTRIAL RELATIONS & LABOR","ESCI","683","1.7","0.72","1.7","20"%,"100"%,"30",
"International Journal of Theoretical and Applied Finance","INT J THEOR APPL FIN","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-0249","1793-6322","BUSINESS, FINANCE","ESCI","677","0.4","0.12","0.5","3.37"%,"96.55"%,"29",
"EURO Journal on Transportation and Logistics","EURO J TRANSP LOGIST","ELSEVIER","2192-4376","2192-4384","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","ESCI","675","2.7","0.45","2.9","98.53"%,"100"%,"25",
"EURO Journal on Transportation and Logistics","EURO J TRANSP LOGIST","ELSEVIER","2192-4376","2192-4384","TRANSPORTATION SCIENCE & TECHNOLOGY","ESCI","675","2.7","0.45","2.9","98.53"%,"100"%,"25",
"INFOR","INFOR","TAYLOR & FRANCIS INC","0315-5986","1916-0615","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","673","1.6","0.28","1.5","4.05"%,"97.06"%,"34",
"INFOR","INFOR","TAYLOR & FRANCIS INC","0315-5986","1916-0615","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","673","1.6","0.28","1.5","4.05"%,"97.06"%,"34",
"HARVARD INTERNATIONAL LAW JOURNAL","HARVARD INT LAW J","HARVARD LAW SCHOOL","0017-8063","2153-2494","LAW","SSCI","672","1.7","0.62","N/A","0"%,"100"%,"6",
"IIMB Management Review","IIMB MANAG REV","ELSEVIER","0970-3896","2212-4446","MANAGEMENT","ESCI","668","1","0.32","1.9","96.43"%,"100"%,"24",
"HUMAN SYSTEMS MANAGEMENT","HUM SYST MANAGE","IOS PRESS","0167-2533","1875-8703","MANAGEMENT","ESCI","660","1.3","0.37","1.6","2.08"%,"89.58"%,"48",
"International Journal of Event and Festival Management","INT J EVENT FESTIV M","EMERALD GROUP PUBLISHING LTD","1758-2954","1758-2962","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","633","1.9","0.54","2.4","9.52"%,"100"%,"22",
"Empirica","EMPIRICA","SPRINGER","0340-8744","1573-6911","ECONOMICS","SSCI","629","1.8","0.58","1.6","51.43"%,"100"%,"38",
"INTERNATIONAL DEVELOPMENT PLANNING REVIEW","INT DEV PLANN REV","LIVERPOOL UNIV PRESS","1474-6743","1478-3401","DEVELOPMENT STUDIES","SSCI","614","1.5","0.4","2","6.35"%,"100"%,"20",
"INTERNATIONAL DEVELOPMENT PLANNING REVIEW","INT DEV PLANN REV","LIVERPOOL UNIV PRESS","1474-6743","1478-3401","REGIONAL & URBAN PLANNING","SSCI","614","1.5","0.4","2","6.35"%,"100"%,"20",
"International Review on Public and Nonprofit Marketing","INT REV PUB NON MARK","SPRINGER HEIDELBERG","1865-1984","1865-1992","BUSINESS","ESCI","610","2.1","0.37","2.3","24.47"%,"96.67"%,"30",
"European Business Organization Law Review","EUR BUS ORGAN LAW RE","SPRINGER HEIDELBERG","1566-7529","1741-6205","BUSINESS","SSCI","607","2.7","1.52","2.8","65.26"%,"100"%,"27",
"European Business Organization Law Review","EUR BUS ORGAN LAW RE","SPRINGER HEIDELBERG","1566-7529","1741-6205","LAW","SSCI","607","2.7","1.52","2.8","65.26"%,"100"%,"27",
"International Review of Economics Education","INT REV ECON EDUC","ELSEVIER SCI LTD","1477-3880","2352-4421","ECONOMICS","SSCI","602","1.4","0.61","1.5","26.32"%,"100"%,"19",
"International Review of Economics Education","INT REV ECON EDUC","ELSEVIER SCI LTD","1477-3880","2352-4421","EDUCATION & EDUCATIONAL RESEARCH","SSCI","602","1.4","0.61","1.5","26.32"%,"100"%,"19",
"ENTERPRISE & SOCIETY","ENTERP SOC","CAMBRIDGE UNIV PRESS","1467-2227","1467-2235","BUSINESS","SSCI","602","0.9","0.54","1.1","56.82"%,"97.96"%,"49",
"ENTERPRISE & SOCIETY","ENTERP SOC","CAMBRIDGE UNIV PRESS","1467-2227","1467-2235","HISTORY OF SOCIAL SCIENCES","SSCI","602","0.9","0.54","1.1","56.82"%,"97.96"%,"49",
"Health Services and Outcomes Research Methodology","HEALTH SERV OUTCOME","SPRINGER","1387-3741","1572-9400","HEALTH CARE SCIENCES & SERVICES","ESCI","595","1.6","0.55","1.6","28.17"%,"100"%,"16",
"International Data Privacy Law","INT DATA PRIV LAW","OXFORD UNIV PRESS","2044-3994","2044-4001","LAW","SSCI","577","1.9","2.4","2.4","49.12"%,"100"%,"16",
"INTERNATIONAL ECONOMIC JOURNAL","INT ECON J","TAYLOR & FRANCIS LTD","1016-8737","1743-517X","ECONOMICS","ESCI","566","1.2","0.39","1.3","3.16"%,"100"%,"33",
"Health Services Management Research","HEALTH SERV MANAG RE","SAGE PUBLICATIONS LTD","0951-4848","1758-1044","HEALTH POLICY & SERVICES","ESCI","551","0.7","0.46","1.4","15.19"%,"89.47"%,"19",
"Indian Journal of Labour Economics","INDIAN J LABOUR ECON","INDIAN SOC LABOUR ECONOMICS","0971-7927","0019-5308","ECONOMICS","ESCI","544","1.1","0.39","1.4","8.28"%,"100"%,"71",
"Indian Journal of Labour Economics","INDIAN J LABOUR ECON","INDIAN SOC LABOUR ECONOMICS","0971-7927","0019-5308","INDUSTRIAL RELATIONS & LABOR","ESCI","544","1.1","0.39","1.4","8.28"%,"100"%,"71",
"Global Social Policy","GLOB SOC POLICY","SAGE PUBLICATIONS LTD","1468-0181","1741-2803","POLITICAL SCIENCE","ESCI","542","0.9","0.66","1.5","36.19"%,"100"%,"35",
"IIC-INTERNATIONAL REVIEW OF INTELLECTUAL PROPERTY AND COMPETITION LAW","IIC-INT REV INTELL P","SPRINGER HEIDELBERG","0018-9855","2195-0237","LAW","ESCI","536","1.4","1.16","1.3","50"%,"100"%,"98",
"INDUSTRIAL LAW JOURNAL","IND LAW J-UK","OXFORD UNIV PRESS","0305-9332","1464-3669","INDUSTRIAL RELATIONS & LABOR","SSCI","535","1.6","1.18","1.7","58.1"%,"100"%,"47",
"INDUSTRIAL LAW JOURNAL","IND LAW J-UK","OXFORD UNIV PRESS","0305-9332","1464-3669","LAW","SSCI","535","1.6","1.18","1.7","58.1"%,"100"%,"47",
"INTERNATIONAL LABOR AND WORKING-CLASS HISTORY","INT LABOR WORK-CLASS","CAMBRIDGE UNIV PRESS","0147-5479","1471-6445","HISTORY","AHCI, SSCI","524","0.5","1.06","0.9","59.14"%,"89.19"%,"37",
"INTERNATIONAL LABOR AND WORKING-CLASS HISTORY","INT LABOR WORK-CLASS","CAMBRIDGE UNIV PRESS","0147-5479","1471-6445","INDUSTRIAL RELATIONS & LABOR","SSCI","524","0.5","1.06","0.9","59.14"%,"89.19"%,"37",
"Information Discovery and Delivery","INF DISCOV DELIV","EMERALD GROUP PUBLISHING LTD","2398-6247","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","521","2.6","0.82","2.6","7.48"%,"90.24"%,"41",
"International Journal of the Economics of Business","INT J ECON BUS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1357-1516","1466-1829","BUSINESS","ESCI","513","0.9","0.3","1.7","26.32"%,"86.67"%,"15",
"International Journal of the Economics of Business","INT J ECON BUS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1357-1516","1466-1829","ECONOMICS","ESCI","513","0.9","0.3","1.7","26.32"%,"86.67"%,"15",
"German Economic Review","GER ECON REV","WALTER DE GRUYTER GMBH","1465-6485","1468-0475","ECONOMICS","SSCI","497","1.4","0.38","1.2","15.91"%,"100"%,"14",
"Evidence-based HRM-A Global Forum for Empirical Scholarship","EVID-BASED HRM","EMERALD GROUP PUBLISHING LTD","2049-3983","2049-3991","MANAGEMENT","ESCI","495","2","0.46","1.9","1.8"%,"100"%,"65",
"INTERNATIONAL ECONOMICS AND ECONOMIC POLICY","INT ECON ECON POL","SPRINGER HEIDELBERG","1612-4804","1612-4812","ECONOMICS","ESCI","495","1.5","0.42","1.4","27.91"%,"100"%,"34",
"Eurasian Economic Review","EURASIAN ECON REV","SPRINGER HEIDELBERG","1309-422X","2147-429X","ECONOMICS","ESCI","488","2.3","0.87","2.7","31.18"%,"100"%,"43",
"Economics of Transportation","ECON TRANSP","ELSEVIER","2212-0122","2212-0130","ECONOMICS","SSCI","484","1.7","0.61","2.9","30"%,"95"%,"20",
"Economics of Transportation","ECON TRANSP","ELSEVIER","2212-0122","2212-0130","TRANSPORTATION","SSCI","484","1.7","0.61","2.9","30"%,"95"%,"20",
"German Journal of Human Resource Management-Zeitschrift fur Personalforschung","GER J HUM RESOUR MAN","SAGE PUBLICATIONS INC","2397-0022","2397-0030","MANAGEMENT","SSCI","478","3.5","0.88","4.4","40.38"%,"100"%,"21",
"German Journal of Human Resource Management-Zeitschrift fur Personalforschung","GER J HUM RESOUR MAN","SAGE PUBLICATIONS INC","2397-0022","2397-0030","PSYCHOLOGY, APPLIED","SSCI","478","3.5","0.88","4.4","40.38"%,"100"%,"21",
"Games","GAMES-BASEL","MDPI","N/A","2073-4336","ECONOMICS","ESCI","478","0.5","0.23","0.7","100"%,"97.78"%,"45",
"Games","GAMES-BASEL","MDPI","N/A","2073-4336","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","ESCI","478","0.5","0.23","0.7","100"%,"97.78"%,"45",
"Games","GAMES-BASEL","MDPI","N/A","2073-4336","SOCIAL SCIENCES, MATHEMATICAL METHODS","ESCI","478","0.5","0.23","0.7","100"%,"97.78"%,"45",
"International Advances in Economic Research","INT ADV ECON RES","SPRINGER","1083-0898","1573-966X","ECONOMICS","ESCI","477","0.7","0.3","1.2","29.73"%,"100"%,"34",
"International Journal of Pharmaceutical and Healthcare Marketing","INT J PHARM HEALTHC","EMERALD GROUP PUBLISHING LTD","1750-6123","1750-6131","HEALTH POLICY & SERVICES","ESCI","465","1.1","0.47","1.4","1.83"%,"95.12"%,"41",
"Information & Communications Technology Law","INF COMMUN TECHNOL L","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1360-0834","1469-8404","LAW","ESCI","464","1.7","2.22","2.9","48.15"%,"100"%,"24",
"International Journal of Information and Communication Technology Education","INT J INF COMMUN TEC","IGI GLOBAL","1550-1876","1550-1337","EDUCATION & EDUCATIONAL RESEARCH","ESCI","461","1.5","0.56","1.6","99.07"%,"100"%,"53",
"INTERNATIONAL JOURNAL OF POLITICAL ECONOMY","INT J POLIT ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0891-1916","1558-0970","ECONOMICS","ESCI","461","1.3","0.42","1.7","9.68"%,"100"%,"24",
"European Journal of the History of Economic Thought","EUR J HIST ECON THOU","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0967-2567","1469-5936","ECONOMICS","SSCI","460","0.7","0.66","0.7","15.86"%,"98.08"%,"52",
"European Journal of the History of Economic Thought","EUR J HIST ECON THOU","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0967-2567","1469-5936","HISTORY OF SOCIAL SCIENCES","SSCI","460","0.7","0.66","0.7","15.86"%,"98.08"%,"52",
"Global Economic Review","GLOBAL ECON REV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1226-508X","1744-3873","ECONOMICS","SSCI","458","2.6","0.7","1.9","0"%,"100"%,"15",
"International Finance","INT FINANC","WILEY","1367-0271","1468-2362","BUSINESS, FINANCE","SSCI","453","1.5","0.4","1.4","4.08"%,"100"%,"10",
"International Finance","INT FINANC","WILEY","1367-0271","1468-2362","ECONOMICS","SSCI","453","1.5","0.4","1.4","4.08"%,"100"%,"10",
"Economics of Governance","ECON GOV","SPRINGER HEIDELBERG","1435-6104","1435-8131","ECONOMICS","SSCI","453","0.8","0.31","1.1","23.53"%,"100"%,"14",
"European Law Review","EUR LAW REV","SWEET MAXWELL LTD","0307-5400","N/A","LAW","SSCI","440","1.2","0.96","0.7","0"%,"100"%,"35",
"Health Marketing Quarterly","HEALTH MARK Q","TAYLOR & FRANCIS LTD","0735-9683","1545-0864","BUSINESS","ESCI","430","1.6","0.62","N/A","16.44"%,"100"%,"25",
"Health Marketing Quarterly","HEALTH MARK Q","TAYLOR & FRANCIS LTD","0735-9683","1545-0864","HEALTH POLICY & SERVICES","ESCI","430","1.6","0.62","N/A","16.44"%,"100"%,"25",
"HARVARD JOURNAL OF LAW AND PUBLIC POLICY","HARVARD J LAW PUBL P","HARVARD SOC LAW PUBLIC POLICY","0193-4872","0193-4872","LAW","SSCI","424","0.5","0.8","0.6","0"%,"87.5"%,"16",
"International Trade Journal","INT TRADE J","TAYLOR & FRANCIS LTD","0885-3908","1521-0545","ECONOMICS","ESCI","416","1.1","0.4","N/A","9.18"%,"100"%,"39",
"Foundations and Trends in Entrepreneurship","FOUND TRENDS ENTREP","NOW PUBLISHERS INC","1551-3114","1551-3122","BUSINESS","ESCI","405","1.7","0.35","2.1","0"%,"87.5"%,"8",
"Griffith Law Review","GRIFFITH LAW REV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1038-3441","1839-4205","LAW","ESCI","405","0.9","1.52","1.3","48.33"%,"100"%,"21",
"INTERNATIONAL JOURNAL OF INTERNET MARKETING AND ADVERTISING","INT J INTERNET MARK","INDERSCIENCE ENTERPRISES LTD","1477-5212","1741-8100","BUSINESS","ESCI","404","1.9","0.35","N/A","0"%,"100"%,"35",
"INFORMATION TECHNOLOGY AND LIBRARIES","INFORM TECHNOL LIBR","AMER LIBRARY ASSOC","0730-9295","2163-5226","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","404","1.3","0.4","1.9","98.46"%,"95.65"%,"23",
"INFORMATION TECHNOLOGY AND LIBRARIES","INFORM TECHNOL LIBR","AMER LIBRARY ASSOC","0730-9295","2163-5226","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","404","1.3","0.4","1.9","98.46"%,"95.65"%,"23",
"ESAIM-Probability and Statistics","ESAIM-PROBAB STAT","EDP SCIENCES S A","1292-8100","1262-3318","STATISTICS & PROBABILITY","SCIE","392","0.7","0.41","0.6","93.33"%,"100"%,"17",
"International Review of Environmental and Resource Economics","INT REV ENVIRON RESO","NOW PUBLISHERS INC","1932-1465","1932-1473","ECONOMICS","ESCI","388","1.1","0.3","2.4","0"%,"80"%,"10",
"ENGINEERING ECONOMIST","ENG ECON","TAYLOR & FRANCIS INC","0013-791X","1547-2701","BUSINESS","SSCI","379","1.2","0.15","1.2","8.82"%,"91.67"%,"12",
"ENGINEERING ECONOMIST","ENG ECON","TAYLOR & FRANCIS INC","0013-791X","1547-2701","ENGINEERING, INDUSTRIAL","SCIE","379","1.2","0.15","1.2","8.82"%,"91.67"%,"12",
"ENGINEERING ECONOMIST","ENG ECON","TAYLOR & FRANCIS INC","0013-791X","1547-2701","MANAGEMENT","SSCI","379","1.2","0.15","1.2","8.82"%,"91.67"%,"12",
"ENGINEERING ECONOMIST","ENG ECON","TAYLOR & FRANCIS INC","0013-791X","1547-2701","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","379","1.2","0.15","1.2","8.82"%,"91.67"%,"12",
"Environment and Urbanization ASIA","ENVIRON URBAN ASIA","SAGE PUBLICATIONS LTD","0975-4253","0976-3546","ENVIRONMENTAL STUDIES","ESCI","377","0.9","0.28","1.8","4.69"%,"100"%,"19",
"International Negotiation-A Journal of Theory and Practice","INT NEGOT","BRILL","1382-340X","1571-8069","INTERNATIONAL RELATIONS","ESCI","362","1","0.6","0.9","11.29"%,"100"%,"20",
"European Transport-Trasporti Europei","EUR TRANSP","UNIV STUDI TRIESTE, IST STUDIO TRASPORTI INTEGRAZIONE ECON EUROPEA-ISTIEE","1825-3997","1825-3997","TRANSPORTATION","ESCI","362","0.8","0.21","1","0"%,"97.5"%,"40",
"European Actuarial Journal","EUR ACTUAR J","SPRINGER HEIDELBERG","2190-9733","2190-9741","BUSINESS, FINANCE","ESCI","350","1.6","0.47","1.4","46.67"%,"100"%,"31",
"European Actuarial Journal","EUR ACTUAR J","SPRINGER HEIDELBERG","2190-9733","2190-9741","STATISTICS & PROBABILITY","ESCI","350","1.6","0.47","1.4","46.67"%,"100"%,"31",
"Financial Markets and Portfolio Management","FINANC MARK PORTFOLI","SPRINGER","1934-4554","2373-8529","BUSINESS, FINANCE","ESCI","345","1.8","0.35","2.1","54.17"%,"94.44"%,"18",
"International Journal of Sport Finance","INT J SPORT FINANC","FIT PUBLISHING","1558-6235","1930-076X","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","339","0.5","0.23","1","0"%,"100"%,"12",
"Indian Journal of Gender Studies","INDIAN J GEND STUD","SAGE PUBLICATIONS INDIA PVT LTD","0971-5215","0973-0672","WOMENS STUDIES","SSCI","335","0.3","0.23","1","8.16"%,"100"%,"18",
"Intertax","INTERTAX","KLUWER LAW INT","0165-2826","1875-8347","LAW","ESCI","334","1.2","0.9","0.6","0.61"%,"94"%,"50",
"Forum for Social Economics","FORUM SOC ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0736-0932","1874-6381","ECONOMICS","ESCI","325","1.2","0.31","1.2","17.59"%,"91.3"%,"46",
"International Journal of Arts Management","INT J ARTS MANAG","ECOLE DES HAUTES ETUDES COMMERCIALES DE MONTREAL","1480-8986","1480-8986","HUMANITIES, MULTIDISCIPLINARY","AHCI","313","0.6","0.55","0.8","0"%,"94.44"%,"18",
"International Journal of Arts Management","INT J ARTS MANAG","ECOLE DES HAUTES ETUDES COMMERCIALES DE MONTREAL","1480-8986","1480-8986","MANAGEMENT","SSCI","313","0.6","0.55","0.8","0"%,"94.44"%,"18",
"International Journal of Electronic Government Research","INT J ELECTRON GOV R","IGI GLOBAL","1548-3886","1548-3894","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","312","1.5","0.48","1.3","40.32"%,"100"%,"8",
"ICSID Review-Foreign Investment Law Journal","ICSID REV","OXFORD UNIV PRESS","0258-3690","2049-1999","LAW","SSCI","311","1.2","1.1","1.2","13.41"%,"100"%,"31",
"International Journal of Law and Information Technology","INT J LAW INFORM TEC","OXFORD UNIV PRESS","0967-0769","1464-3693","LAW","ESCI","306","2.2","2.09","2.3","44.78"%,"100"%,"25",
"Information Resources Management Journal","INF RESOUR MANAG J","IGI GLOBAL","1040-1628","1533-7979","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","295","0.9","0.33","1.1","29.82"%,"90.91"%,"11",
"International Journal of Emergency Services","INT J EMERG SERV","EMERALD GROUP PUBLISHING LTD","2047-0894","2047-0908","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","291","1.6","0.7","1.3","12.7"%,"100"%,"15",
"International Game Theory Review","INT GAME THEORY REV","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-1989","1793-6675","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","ESCI","275","0.5","0.14","0.4","0"%,"100"%,"41",
"International Journal of Knowledge Management","INT J KNOWL MANAG","IGI GLOBAL","1548-0666","1548-0658","MANAGEMENT","ESCI","274","2.1","0.38","1.5","100"%,"100"%,"24",
"European Journal of Economics and Economic Policies-Intervention","EUR J ECON ECON POLI","EDWARD ELGAR PUBLISHING LTD","2052-7764","2052-7772","ECONOMICS","ESCI","269","1.4","0.37","0.9","50.77"%,"100"%,"20",
"International Journal of Managerial and Financial Accounting","INT J MANAG FINANC A","INDERSCIENCE ENTERPRISES LTD","1753-6715","1753-6723","BUSINESS, FINANCE","ESCI","258","1.4","0.41","1.5","1.67"%,"100"%,"21",
"Foreign Trade Review","FOREIGN TRADE REV","SAGE PUBLICATIONS INDIA PVT LTD","0015-7325","0971-7625","BUSINESS","ESCI","256","1","0.27","1.3","5.49"%,"100"%,"30",
"Foreign Trade Review","FOREIGN TRADE REV","SAGE PUBLICATIONS INDIA PVT LTD","0015-7325","0971-7625","ECONOMICS","ESCI","256","1","0.27","1.3","5.49"%,"100"%,"30",
"Investment Analysts Journal","INVEST ANAL J","INVESTMENT ANALYSTS SOC SOUTHERN AFRICA","1029-3523","2077-0227","BUSINESS, FINANCE","SSCI","246","2.2","0.55","1.3","13.1"%,"100"%,"35",
"International Journal of Data Warehousing and Mining","INT J DATA WAREHOUS","IGI GLOBAL","1548-3924","1548-3932","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","245","0.7","0.22","0.6","92.5"%,"100"%,"17",
"Financial History Review","FINANC HIST REV","CAMBRIDGE UNIV PRESS","0968-5650","1474-0052","HISTORY OF SOCIAL SCIENCES","ESCI","240","0.8","0.79","0.9","53.13"%,"85.71"%,"7",
"Indian Economic Review","INDIAN ECON REV","SPRINGERNATURE","0019-4670","2520-1778","BUSINESS","ESCI","239","0.6","0.17","N/A","10.75"%,"100"%,"27",
"Indian Economic Review","INDIAN ECON REV","SPRINGERNATURE","0019-4670","2520-1778","ECONOMICS","ESCI","239","0.6","0.17","N/A","10.75"%,"100"%,"27",
"Indian Economic Review","INDIAN ECON REV","SPRINGERNATURE","0019-4670","2520-1778","MANAGEMENT","ESCI","239","0.6","0.17","N/A","10.75"%,"100"%,"27",
"INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES","INT J GLOBAL ENERGY","INDERSCIENCE ENTERPRISES LTD","0954-7118","1741-5128","ENVIRONMENTAL STUDIES","ESCI","236","0.6","0.13","0.6","0"%,"100"%,"39",
"International Journal of Technology and Human Interaction","INT J TECHNOL HUM IN","IGI GLOBAL","1548-3908","1548-3916","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","232","0.9","0.18","0.8","98.53"%,"100"%,"5",
"IIM Kozhikode Society & Management Review","IIM KOZHIKODE SOC MA","SAGE PUBLICATIONS INDIA PVT LTD","2277-9752","2321-029X","MANAGEMENT","ESCI","230","1.1","0.4","1.6","9.8"%,"100"%,"11",
"Global Economy Journal","GLOB ECON J","WORLD SCIENTIFIC PUBL CO PTE LTD","2194-5659","1553-5304","ECONOMICS","ESCI","225","1","0.33","0.7","0"%,"80"%,"5",
"International Journal of Financial Engineering","INT J FINANC ENG","WORLD SCIENTIFIC PUBL CO PTE LTD","2424-7863","2424-7944","BUSINESS, FINANCE","ESCI","213","0.6","0.17","0.6","0.6"%,"97.96"%,"49",
"International Journal of Business","INT J BUS","Chaoyang Univ Technology","1083-4346","1083-4346","BUSINESS","ESCI","205","0.6","0.09","0.7","0"%,"91.67"%,"12",
