"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"Progress in Development Studies","PROG DEV STUD","SAGE PUBLICATIONS INC","1464-9934","1477-027X","DEVELOPMENT STUDIES","SSCI","745","1","0.4","1.5","40"%,"100"%,"12",
"Library Management","LIBR MANAGE","EMERALD GROUP PUBLISHING LTD","0143-5124","1758-7921","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","737","1.4","0.39","1.4","8.85"%,"100"%,"37",
"PHILOSOPHY OF THE SOCIAL SCIENCES","PHILOS SOC SCI","SAGE PUBLICATIONS INC","0048-3931","1552-7441","ETHICS","SSCI","731","0.4","0.53","0.7","25.33"%,"95"%,"20",
"PHILOSOPHY OF THE SOCIAL SCIENCES","PHILOS SOC SCI","SAGE PUBLICATIONS INC","0048-3931","1552-7441","PHILOSOPHY","AHCI","731","0.4","0.53","0.7","25.33"%,"95"%,"20",
"Metroeconomica","METROECONOMICA","WILEY","0026-1386","1467-999X","ECONOMICS","SSCI","730","0.9","0.29","1.2","20.59"%,"100"%,"32",
"PUBLIC FINANCE REVIEW","PUBLIC FINANC REV","SAGE PUBLICATIONS INC","1091-1421","1552-7530","ECONOMICS","ESCI","718","1","0.21","0.9","6.9"%,"100"%,"21",
"Review of Accounting and Finance","REV ACCOUNT FINANC","EMERALD GROUP PUBLISHING LTD","1475-7702","1758-7700","BUSINESS, FINANCE","ESCI","714","2.7","0.95","2.2","2.2"%,"96.88"%,"32",
"South African Journal of Economic and Management Sciences","S AFR J ECON MANAG S","AOSIS","1015-8812","2222-3436","ECONOMICS","SSCI","702","1.4","0.35","1.5","99.02"%,"100"%,"48",
"South African Journal of Economic and Management Sciences","S AFR J ECON MANAG S","AOSIS","1015-8812","2222-3436","MANAGEMENT","SSCI","702","1.4","0.35","1.5","99.02"%,"100"%,"48",
"Review of International Business and Strategy","REV INT BUS STRATEGY","EMERALD GROUP PUBLISHING LTD","2059-6014","1758-8529","BUSINESS","ESCI","695","3.3","0.59","3.3","4.65"%,"96.88"%,"32",
"SCIENCE & SOCIETY","SCI SOC","GUILFORD PUBLICATIONS INC","0036-8237","1943-2801","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","693","1.1","0.4","1.1","0"%,"84.62"%,"26",
"REVIEW OF SOCIAL ECONOMY","REV SOC ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0034-6764","1470-1162","ECONOMICS","ESCI","686","1.2","0.41","1.1","27.27"%,"100"%,"11",
"Statistical Methods and Applications","STAT METHOD APPL-GER","SPRINGER HEIDELBERG","1618-2510","1613-981X","STATISTICS & PROBABILITY","SCIE","682","0.8","0.5","1.1","48.65"%,"100"%,"33",
"Team Performance Management","TEAM PERFORM MANAG","EMERALD GROUP PUBLISHING LTD","1352-7592","1758-6860","MANAGEMENT","ESCI","679","2.2","0.47","2.3","7.27"%,"100"%,"14",
"Sport Business and Management-An International Journal","SPORT BUS MANAG","EMERALD GROUP PUBLISHING LTD","2042-678X","2042-6798","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","673","1.7","0.46","2.1","4.49"%,"100"%,"24",
"Society and Business Review","SOC BUS REV","EMERALD GROUP PUBLISHING LTD","1746-5680","1746-5699","BUSINESS","ESCI","663","4.6","0.7","3.4","2.35"%,"100"%,"24",
"Research in Economics","RES ECON","ELSEVIER SCI LTD","1090-9443","1090-9451","ECONOMICS","ESCI","636","1.3","0.33","1.1","20.87"%,"100"%,"53",
"SOUTH AFRICAN JOURNAL OF ECONOMICS","S AFR J ECON","WILEY","0038-2280","1813-6982","ECONOMICS","SSCI","626","0.9","0.4","1.3","49.25"%,"100"%,"21",
"NARRATIVE INQUIRY","NARRAT INQ","JOHN BENJAMINS PUBLISHING CO","1387-6740","1569-9935","COMMUNICATION","SSCI","613","0.9","0.74","0.9","13.04"%,"100"%,"17",
"NARRATIVE INQUIRY","NARRAT INQ","JOHN BENJAMINS PUBLISHING CO","1387-6740","1569-9935","LANGUAGE & LINGUISTICS","AHCI","613","0.9","0.74","0.9","13.04"%,"100"%,"17",
"NARRATIVE INQUIRY","NARRAT INQ","JOHN BENJAMINS PUBLISHING CO","1387-6740","1569-9935","LINGUISTICS","SSCI","613","0.9","0.74","0.9","13.04"%,"100"%,"17",
"Journal of Wine Economics","J WINE ECON","CAMBRIDGE UNIV PRESS","1931-4361","1931-437X","AGRICULTURAL ECONOMICS & POLICY","SCIE","596","1.5","0.49","1.6","80.7"%,"100"%,"21",
"Journal of Wine Economics","J WINE ECON","CAMBRIDGE UNIV PRESS","1931-4361","1931-437X","ECONOMICS","SSCI","596","1.5","0.49","1.6","80.7"%,"100"%,"21",
"Journal of Wine Economics","J WINE ECON","CAMBRIDGE UNIV PRESS","1931-4361","1931-437X","FOOD SCIENCE & TECHNOLOGY","SCIE","596","1.5","0.49","1.6","80.7"%,"100"%,"21",
"Review of Behavioral Finance","REV BEHAV FINANCE","EMERALD GROUP PUBLISHING LTD","1940-5979","1940-5987","BUSINESS, FINANCE","ESCI","594","1.8","0.49","2.2","5.61"%,"100"%,"35",
"JOURNAL OF WORLD TRADE","J WORLD TRADE","KLUWER LAW INT","1011-6702","2210-2795","ECONOMICS","SSCI","582","1.2","0.76","1.1","0"%,"100"%,"42",
"JOURNAL OF WORLD TRADE","J WORLD TRADE","KLUWER LAW INT","1011-6702","2210-2795","INTERNATIONAL RELATIONS","SSCI","582","1.2","0.76","1.1","0"%,"100"%,"42",
"JOURNAL OF WORLD TRADE","J WORLD TRADE","KLUWER LAW INT","1011-6702","2210-2795","LAW","SSCI","582","1.2","0.76","1.1","0"%,"100"%,"42",
"Rethinking Marxism-A Journal of Economics Culture & Society","RETHINK MARXISM","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0893-5696","1475-8059","POLITICAL SCIENCE","ESCI","576","0.7","0.36","0.7","14.89"%,"100"%,"35",
"Science Technology and Society","SCI TECHNOL SOC","SAGE PUBLICATIONS INDIA PVT LTD","0971-7218","0973-0796","MANAGEMENT","SSCI","562","1.9","0.44","2.2","6.52"%,"100"%,"29",
"Public Budgeting and Finance","PUBLIC BUDG FINANC","WILEY","0275-1100","1540-5850","PUBLIC ADMINISTRATION","ESCI","554","1","0.33","1.3","39.29"%,"100"%,"28",
"STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS","STUD NONLINEAR DYN E","WALTER DE GRUYTER GMBH","1081-1826","1558-3708","ECONOMICS","SSCI","554","0.9","0.26","0.8","16.67"%,"94.12"%,"34",
"STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS","STUD NONLINEAR DYN E","WALTER DE GRUYTER GMBH","1081-1826","1558-3708","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","554","0.9","0.26","0.8","16.67"%,"94.12"%,"34",
"LABOR HISTORY","LABOR HIST-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0023-656X","1469-9702","HISTORY","AHCI","543","0.7","1.16","0.7","22.35"%,"98.33"%,"60",
"LABOR HISTORY","LABOR HIST-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0023-656X","1469-9702","HISTORY OF SOCIAL SCIENCES","SSCI","543","0.7","1.16","0.7","22.35"%,"98.33"%,"60",
"LABOR HISTORY","LABOR HIST-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0023-656X","1469-9702","INDUSTRIAL RELATIONS & LABOR","SSCI","543","0.7","1.16","0.7","22.35"%,"98.33"%,"60",
"Metron-International Journal of Statistics","METRON","SPRINGER-VERLAG ITALIA SRL","0026-1424","2281-695X","STATISTICS & PROBABILITY","ESCI","534","1.2","0.49","1","41.18"%,"89.47"%,"19",
"Service Science","SERV SCI","INFORMS","2164-3962","2164-3970","BUSINESS","SSCI","532","1.3","0.4","2.5","0"%,"100"%,"17",
"Service Science","SERV SCI","INFORMS","2164-3962","2164-3970","MANAGEMENT","SSCI","532","1.3","0.4","2.5","0"%,"100"%,"17",
"Operations and Supply Chain Management-An International Journal","OPER SUPPLY CHAIN MA","OSCM FORUM","1979-3561","2579-9363","MANAGEMENT","ESCI","527","1.8","0.51","2.4","0.88"%,"76.67"%,"30",
"South Asian Journal of Business Studies","S ASIAN J BUS STUD","EMERALD GROUP PUBLISHING LTD","2398-628X","2398-6298","BUSINESS","ESCI","525","1.4","0.39","2.9","0"%,"100"%,"14",
"Pacific Economic Review","PAC ECON REV","WILEY","1361-374X","1468-0106","ECONOMICS","SSCI","523","0.7","0.3","1.2","15.52"%,"100"%,"11",
"Social Marketing Quarterly","SOC MARK Q","SAGE PUBLICATIONS LTD","1524-5004","1539-4093","BUSINESS","ESCI","522","1.4","0.38","2.2","23.08"%,"100"%,"16",
"Pasos-Revista de Turismo y Patrimonio Cultural","PASOS","GOBIERNO CANARIAS, CONSEJERIA EDUCACION CULTURA & DEPORTES","1695-7121","1695-7121","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","522","0.4","0.11","0.6","98.93"%,"96.15"%,"52",
"Review of Keynesian Economics","REV KEYNES ECON","EDWARD ELGAR PUBLISHING LTD","2049-5323","2049-5331","ECONOMICS","SSCI","517","2.7","0.79","1.9","0"%,"92.59"%,"27",
"QME-Quantitative Marketing and Economics","QME-QUANT MARK ECON","SPRINGER","1570-7156","1573-711X","BUSINESS","SSCI","503","1.1","0.51","1.5","41.86"%,"100"%,"13",
"QME-Quantitative Marketing and Economics","QME-QUANT MARK ECON","SPRINGER","1570-7156","1573-711X","ECONOMICS","SSCI","503","1.1","0.51","1.5","41.86"%,"100"%,"13",
"QME-Quantitative Marketing and Economics","QME-QUANT MARK ECON","SPRINGER","1570-7156","1573-711X","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","503","1.1","0.51","1.5","41.86"%,"100"%,"13",
"STOCHASTIC MODELS","STOCH MODELS","TAYLOR & FRANCIS INC","1532-6349","1532-4214","STATISTICS & PROBABILITY","SCIE","494","0.7","0.32","0.7","11"%,"100"%,"30",
"Politics Philosophy & Economics","POLIT PHILOS ECON","SAGE PUBLICATIONS INC","1470-594X","1741-3060","ETHICS","SSCI","493","1.6","0.74","1.5","44.29"%,"100"%,"23",
"Politics Philosophy & Economics","POLIT PHILOS ECON","SAGE PUBLICATIONS INC","1470-594X","1741-3060","POLITICAL SCIENCE","SSCI","493","1.6","0.74","1.5","44.29"%,"100"%,"23",
"Melbourne University Law Review","MELB UNIV LAW REV","MELBOURNE UNIV LAW REVIEW ASSOC","0025-8938","1839-3810","LAW","SSCI","492","0.7","0.82","0.9","0"%,"100"%,"5",
"South African Journal of Business Management","S AFR J BUS MANAG","AOSIS","2078-5585","2078-5976","BUSINESS","SSCI","488","1.2","0.24","1.5","100"%,"98.25"%,"57",
"South African Journal of Business Management","S AFR J BUS MANAG","AOSIS","2078-5585","2078-5976","MANAGEMENT","SSCI","488","1.2","0.24","1.5","100"%,"98.25"%,"57",
"Services Marketing Quarterly","SERV MARK Q","TAYLOR & FRANCIS LTD","1533-2969","1533-2977","BUSINESS","ESCI","466","1.6","0.32","N/A","7.58"%,"100"%,"22",
"National Institute Economic Review","NATL INST ECON REV","CAMBRIDGE UNIV PRESS","0027-9501","1741-3036","ECONOMICS","ESCI","444","1","0.34","1.1","34.48"%,"100"%,"9",
"Mathematical Methods of Statistics","MATH METHODS STAT","PLEIADES PUBLISHING INC","1066-5307","1934-8045","STATISTICS & PROBABILITY","ESCI","441","0.7","0.43","0.5","0"%,"100"%,"22",
"Small Enterprise Research","SMALL ENTERP RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1321-5906","1175-0979","BUSINESS","ESCI","428","1.8","0.35","2.1","20"%,"100"%,"10",
"Labour-England","LABOUR-ENGL","WILEY","1121-7081","1467-9914","INDUSTRIAL RELATIONS & LABOR","ESCI","427","0.5","0.26","0.8","41.07"%,"94.74"%,"19",
"Quality Management Journal","QUAL MANAG J","TAYLOR & FRANCIS LTD","1068-6967","2575-6222","MANAGEMENT","ESCI","426","2.9","0.78","N/A","10"%,"88.89"%,"18",
"Revista de Contabilidad-Spanish Accounting Review","REV CONTAB","UNIV MURCIA","1138-4891","1988-4672","BUSINESS, FINANCE","SSCI","412","1.6","0.49","1.8","94.81"%,"95.83"%,"24",
"Management Research-The Journal of the Iberoamerican Academy of Management","MANAG RES","EMERALD GROUP PUBLISHING LTD","1536-5433","1558-0946","MANAGEMENT","ESCI","411","1.3","0.28","1.6","6.76"%,"100"%,"33",
"Journal of Trust Research","J TRUST RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2151-5581","2151-559X","MANAGEMENT","ESCI","404","3.5","0.7","3.5","45.16"%,"100"%,"9",
"Journal of Trust Research","J TRUST RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2151-5581","2151-559X","PSYCHOLOGY, SOCIAL","ESCI","404","3.5","0.7","3.5","45.16"%,"100"%,"9",
"Risk Management-An International Journal","RISK MANAG-UK","PALGRAVE MACMILLAN LTD","1460-3799","1743-4637","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","403","1.7","0.92","2.2","25.86"%,"95"%,"20",
"Mathematics and Financial Economics","MATH FINANC ECON","SPRINGER HEIDELBERG","1862-9679","1862-9660","BUSINESS, FINANCE","SSCI","398","1","0.34","1.1","40"%,"100"%,"29",
"Mathematics and Financial Economics","MATH FINANC ECON","SPRINGER HEIDELBERG","1862-9679","1862-9660","ECONOMICS","SSCI","398","1","0.34","1.1","40"%,"100"%,"29",
"Mathematics and Financial Economics","MATH FINANC ECON","SPRINGER HEIDELBERG","1862-9679","1862-9660","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","398","1","0.34","1.1","40"%,"100"%,"29",
"Mathematics and Financial Economics","MATH FINANC ECON","SPRINGER HEIDELBERG","1862-9679","1862-9660","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","398","1","0.34","1.1","40"%,"100"%,"29",
"NEGOTIATION JOURNAL","NEGOTIATION J","MIT PRESS","0748-4526","1571-9979","MANAGEMENT","SSCI","398","0.6","0.28","0.6","51.06"%,"100"%,"7",
"NEGOTIATION JOURNAL","NEGOTIATION J","MIT PRESS","0748-4526","1571-9979","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","398","0.6","0.28","0.6","51.06"%,"100"%,"7",
"RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS","RELAT IND-IND RELAT","REVUE RELATIONS INDUSTRIELLES INDUSTRIAL RELATIONS","0034-379X","N/A","INDUSTRIAL RELATIONS & LABOR","SSCI","392","0.6","0.15","0.6","0"%,"100"%,"14",
"PUBLISHING RESEARCH QUARTERLY","PUBLISH RES Q","SPRINGER","1053-8801","1936-4792","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","388","1.7","0.45","1.1","25.27"%,"100"%,"17",
"Labour and Industry","LABOUR IND","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1030-1763","2325-5676","INDUSTRIAL RELATIONS & LABOR","ESCI","381","1.5","0.59","1.7","34.29"%,"100"%,"20",
"Journal of World Investment & Trade","J WORLD INVEST TRADE","BRILL","1660-7112","2211-9000","LAW","ESCI","379","2.1","1.7","1.6","24"%,"100"%,"17",
"Public Relations Inquiry","PUBLIC RELAT INQ","SAGE PUBLICATIONS LTD","2046-147X","2046-1488","COMMUNICATION","ESCI","376","1.7","0.92","2.5","31.82"%,"100"%,"14",
"OSGOODE HALL LAW JOURNAL","OSGOODE HALL LAW J","YORK UNIV OSGOODE HALL LAW SCHOOL","0030-6185","0030-6185","LAW","ESCI","375","0.8","0.84","0.5","13.33"%,"94.74"%,"19",
"Studies in Business and Economics","STUD BUS ECON-ROM","SCIENDO","1842-4120","2344-5416","ECONOMICS","ESCI","374","0.9","0.24","0.8","89.01"%,"100"%,"60",
"OPEC Energy Review","OPEC ENERGY REV","WILEY","1753-0229","1753-0237","ECONOMICS","ESCI","371","2.3","0.7","2.1","7.14"%,"100"%,"22",
"Negotiation and Conflict Management Research","NEGOT CONFL MANAG R","IACM-NCMR-INT ASSOC CONFLICT MANAGEMENT","1750-4708","1750-4716","MANAGEMENT","SSCI","371","0.6","0.18","1.2","0"%,"92.31"%,"13",
"Negotiation and Conflict Management Research","NEGOT CONFL MANAG R","IACM-NCMR-INT ASSOC CONFLICT MANAGEMENT","1750-4708","1750-4716","PSYCHOLOGY, APPLIED","SSCI","371","0.6","0.18","1.2","0"%,"92.31"%,"13",
"Maritime Business Review","MARIT BUS REV","EMERALD GROUP PUBLISHING LTD","2397-3757","2397-3765","BUSINESS","ESCI","364","2.4","0.58","2.4","100"%,"100"%,"20",
"Maritime Business Review","MARIT BUS REV","EMERALD GROUP PUBLISHING LTD","2397-3757","2397-3765","MANAGEMENT","ESCI","364","2.4","0.58","2.4","100"%,"100"%,"20",
"Maritime Business Review","MARIT BUS REV","EMERALD GROUP PUBLISHING LTD","2397-3757","2397-3765","TRANSPORTATION","ESCI","364","2.4","0.58","2.4","100"%,"100"%,"20",
"RISK MANAGEMENT AND INSURANCE REVIEW","RISK MANAG INSUR REV","WILEY","1098-1616","1540-6296","BUSINESS, FINANCE","ESCI","358","1.4","0.38","1.5","42.62"%,"100"%,"23",
"RISK MANAGEMENT AND INSURANCE REVIEW","RISK MANAG INSUR REV","WILEY","1098-1616","1540-6296","ECONOMICS","ESCI","358","1.4","0.38","1.5","42.62"%,"100"%,"23",
"Performance Measurement and Metrics","PERFORM MEAS METR","EMERALD GROUP PUBLISHING LTD","1467-8047","1758-6925","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","356","1.9","0.29","1.5","0"%,"100"%,"18",
"SOCIOLOGIE DU TRAVAIL","SOCIOL TRAV","REVUES ORG","0038-0296","1777-5701","SOCIOLOGY","SSCI","349","0.3","0.03","0.4","57.63"%,"100"%,"22",
"Management & Organizational History","MANAG ORGAN HIST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1744-9359","1744-9367","HISTORY","SSCI","346","1.4","1.66","1.2","35.71"%,"100"%,"26",
"Management & Organizational History","MANAG ORGAN HIST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1744-9359","1744-9367","HISTORY OF SOCIAL SCIENCES","SSCI","346","1.4","1.66","1.2","35.71"%,"100"%,"26",
"Management & Organizational History","MANAG ORGAN HIST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1744-9359","1744-9367","MANAGEMENT","SSCI","346","1.4","1.66","1.2","35.71"%,"100"%,"26",
"Portuguese Economic Journal","PORT ECON J","SPRINGER HEIDELBERG","1617-982X","1617-9838","ECONOMICS","SSCI","339","2.2","0.63","1.7","22.64"%,"100"%,"15",
"Romanian Journal of Economic Forecasting","ROM J ECON FORECAST","INST ECONOMIC FORECASTING","1582-6163","2537-6071","ECONOMICS","SSCI","333","1","0.29","0.8","0"%,"100"%,"35",
"Quarterly Journal of Finance","Q J FINANC","WORLD SCIENTIFIC PUBL CO PTE LTD","2010-1392","2010-1406","BUSINESS, FINANCE","ESCI","324","0.4","0.16","0.7","0"%,"100"%,"18",
"Prague Economic Papers","PRAGUE ECON PAP","Prague Univ Economics and Business","1210-0455","2336-730X","ECONOMICS","SSCI","305","1","0.25","0.8","98.77"%,"96.55"%,"29",
"Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilidad","SPAN J FINANC ACCOUN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0210-2412","2332-0753","BUSINESS, FINANCE","SSCI","302","1.2","0.26","1.2","2.04"%,"100"%,"9",
"Series-Journal of the Spanish Economic Association","SERIES-J SPAN ECON","SPRINGER HEIDELBERG","1869-4187","1869-4195","ECONOMICS","SSCI","301","0.5","0.27","1.2","100"%,"100"%,"9",
"Studies in Agricultural Economics","STUD AGRIC ECON","AGRARGAZDASAGI KUTATO & INFORMATIKAI INTEZET","1418-2106","2063-0476","AGRICULTURAL ECONOMICS & POLICY","ESCI","296","1","0.49","1.2","98"%,"100"%,"19",
"SCANDINAVIAN ECONOMIC HISTORY REVIEW","SCAND ECON HIST REV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0358-5522","1750-2837","ECONOMICS","ESCI","292","1","0.22","1","76.67"%,"100"%,"12",
"Statistical Inference for Stochastic Processes","STAT INFER STOCH PRO","SPRINGER","1387-0874","1572-9311","STATISTICS & PROBABILITY","ESCI","290","1","0.47","0.9","21.05"%,"91.67"%,"12",
"Management-Journal of Contemporary Management Issues","MANAG-J CONTEMP MANA","UNIV SPLIT, FAC ECONOMICS","1331-0194","1846-3363","MANAGEMENT","ESCI","289","0.5","0.14","0.9","96.77"%,"95.24"%,"21",
"Review of Regional Studies","REV REG STUD","SOUTHERN REGIONAL SCIENCE ASSOC","0048-749X","1553-0892","ECONOMICS","ESCI","289","0.4","0.19","0.7","0"%,"100"%,"12",
"Sport Management Education Journal","SPORT MANAG EDUC J","HUMAN KINETICS PUBL INC","1938-6974","2163-2367","EDUCATION & EDUCATIONAL RESEARCH","ESCI","287","1.1","0.62","1.6","0"%,"100"%,"16",
"Melbourne Journal of International Law","MELB J INT LAW","UNIV MELBOURNE, MELBOURNE LAW SCH","1444-8602","1444-8610","LAW","ESCI","282","1","0.84","1.2","0"%,"100"%,"5",
"Records Management Journal","REC MANAG J","EMERALD GROUP PUBLISHING LTD","0956-5698","1758-7689","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","274","0.7","0.26","1.3","10.87"%,"90"%,"20",
"LABOUR-LE TRAVAIL","LABOUR-TRAVAIL","CANADIAN COMMITTEE LABOUR HISTORY","0700-3862","1911-4842","HISTORY","AHCI, SSCI","270","0.5","0.58","0.6","0"%,"91.67"%,"12",
"LABOUR-LE TRAVAIL","LABOUR-TRAVAIL","CANADIAN COMMITTEE LABOUR HISTORY","0700-3862","1911-4842","INDUSTRIAL RELATIONS & LABOR","SSCI","270","0.5","0.58","0.6","0"%,"91.67"%,"12",
"LOISIR & SOCIETE-SOCIETY AND LEISURE","LOISIR SOC-SOC LEIS","TAYLOR & FRANCIS LTD","0705-3436","1705-0154","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","269","0.5","0.1","0.7","9.35"%,"100"%,"40",
"Margin-Journal of Applied Economic Research","MARGIN","SAGE PUBLICATIONS INDIA PVT LTD","0973-8010","0973-8029","ECONOMICS","ESCI","269","0.3","0.19","1.3","9.38"%,"100"%,"9",
"Peace Economics Peace Science and Public Policy","PEACE ECON PEACE SCI","WALTER DE GRUYTER GMBH","1079-2457","1554-8597","POLITICAL SCIENCE","ESCI","266","1.2","0.74","1","17.39"%,"100"%,"18",
"Millennial Asia","MILLENN ASIA","SAGE PUBLICATIONS INC","0976-3996","2321-7081","AREA STUDIES","ESCI","261","0.9","1.33","1.2","0.91"%,"100"%,"34",
"Philosophy of Management","PHILOS MANAG","SPRINGER INT PUBL AG","1740-3812","2052-9597","MANAGEMENT","ESCI","259","1","0.3","1.1","29.33"%,"100"%,"25",
"Macroeconomics and Finance in Emerging Market Economies","MACROECON FINANC EME","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1752-0843","1752-0851","ECONOMICS","ESCI","251","1.1","0.28","0.9","0.99"%,"97.3"%,"37",
"Journal of Transport History","J TRANSP HIST","SAGE PUBLICATIONS INC","0022-5266","1759-3999","HISTORY","ESCI","250","0.6","1.78","0.7","39.19"%,"100"%,"34",
"FinanzArchiv-European Journal of Public Finance","FINANZARCHIV","MOHR SIEBECK","0015-2218","1614-0974","BUSINESS, FINANCE","SSCI","249","0.3","0.1","0.4","2.5"%,"100"%,"12",
"FinanzArchiv-European Journal of Public Finance","FINANZARCHIV","MOHR SIEBECK","0015-2218","1614-0974","ECONOMICS","SSCI","249","0.3","0.1","0.4","2.5"%,"100"%,"12",
"South Asian Journal of Human Resource Management","S ASIAN J HUM RE MAN","SAGE PUBLICATIONS INDIA PVT LTD","2322-0937","2349-5790","MANAGEMENT","ESCI","242","1.4","0.35","1.8","7.46"%,"100"%,"18",
"Labour History","LABOUR HIST-AUST","LIVERPOOL UNIV PRESS","0023-6942","1839-3039","HISTORY","SSCI","228","0.3","0.58","0.5","0"%,"100"%,"18",
"Labour History","LABOUR HIST-AUST","LIVERPOOL UNIV PRESS","0023-6942","1839-3039","INDUSTRIAL RELATIONS & LABOR","SSCI","228","0.3","0.58","0.5","0"%,"100"%,"18",
"Social Science Japan Journal","SOC SCI JPN J","OXFORD UNIV PRESS","1369-1465","1468-2680","AREA STUDIES","SSCI","220","0.8","0.86","1","29.27"%,"100"%,"15",
"Social Science Japan Journal","SOC SCI JPN J","OXFORD UNIV PRESS","1369-1465","1468-2680","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","220","0.8","0.86","1","29.27"%,"100"%,"15",
"Review of Derivatives Research","REV DERIV RES","SPRINGER","1380-6645","1573-7144","BUSINESS, FINANCE","SSCI","217","0.9","0.27","0.8","57.14"%,"100"%,"8",
"Review of Derivatives Research","REV DERIV RES","SPRINGER","1380-6645","1573-7144","ECONOMICS","SSCI","217","0.9","0.27","0.8","57.14"%,"100"%,"8",
"Journal of Transportation Security","J TRANSP SECUR","SPRINGER","1938-7741","1938-775X","TRANSPORTATION","ESCI","207","1.6","0.3","1.6","25.53"%,"77.27"%,"22",
"Pacific Rim Property Research Journal","PAC RIM PROP RES J","Pacific Rim Real Estate Soc","1444-5921","2201-6716","BUSINESS","ESCI","204","0.3","0.1","0.6","0"%,"100"%,"12",
"Review of Pacific Basin Financial Markets and Policies","REV PAC BASIN FINANC","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-0915","1793-6705","BUSINESS, FINANCE","ESCI","202","0.4","0.11","0.4","0"%,"100"%,"31",
"Statistics & Risk Modeling","STATIST RISK MODEL","WALTER DE GRUYTER GMBH","2193-1402","2196-7040","STATISTICS & PROBABILITY","ESCI","191","0.9","0.71","1.2","0"%,"100"%,"2",
"New Zealand Economic Papers","NEW ZEAL ECON PAP","TAYLOR & FRANCIS LTD","0077-9954","1943-4863","ECONOMICS","ESCI","188","0.7","0.37","N/A","30.77"%,"100"%,"31",
"Review of Economic Design","REV ECON DES","SPRINGER HEIDELBERG","1434-4742","1434-4750","ECONOMICS","SSCI","188","0.5","0.16","0.5","27.66"%,"100"%,"28",
"Review of Behavioral Economics","REV BEHAV ECON","NOW PUBLISHERS INC","2326-6198","2326-6201","ECONOMICS","ESCI","184","0.5","0.21","0.5","0"%,"95.45"%,"22",
"Northwestern Journal of International Law & Business","NW J INT LAW BUS","NORTHWESTERN UNIV SCHOOL LAW","0196-3228","N/A","LAW","SSCI","172","0.4","0.23","0.4","0"%,"100"%,"18",
"Journal of Tourism History","J TOUR HIST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1755-182X","1755-1838","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","170","0.9","0.15","0.9","18.6"%,"100"%,"14",
"Review of Law & Economics","REV LAW ECON","WALTER DE GRUYTER GMBH","2194-6000","1555-5879","LAW","ESCI","170","0.4","0.51","0.3","9.8"%,"100"%,"17",
"Middle East Development Journal","MIDDLE EAST DEV J","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1793-8120","1793-8171","DEVELOPMENT STUDIES","ESCI","168","0.8","0.31","0.8","5"%,"100"%,"9",
