Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"JOURNAL OF ECONOMICS AND FINANCE","J ECON FINANC-US","SPRINGERNATURE","1055-0925","1938-9744","ECONOMICS","ESCI","775","1.5","0.51","N/A","18.88"%,"97.67"%,"43",
"Journal of Humanitarian Logistics and Supply Chain Management","J HUMANIT LOGIST SUP","EMERALD GROUP PUBLISHING LTD","2042-6747","2042-6755","MANAGEMENT","ESCI","770","2.8","0.72","3.1","75"%,"100"%,"25",
"JOURNAL OF INFORMATION & OPTIMIZATION SCIENCES","J INFORM OPTIM SCI","TARU PUBLICATIONS","0252-2667","2169-0103","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","758","0.7","0.25","0.7","0"%,"97.19"%,"178",
"Journal of Management Spirituality & Religion","J MANAG SPIRITUAL RE","IMASR-INT ASSOC MANAGEMENT SPIRITUALITY & RELIGION","1476-6086","1942-258X","RELIGION","ESCI","755","1.5","2.5","2.1","6.17"%,"91.89"%,"37",
"Journal of International Food & Agribusiness Marketing","J INT FOOD AGRIBUS M","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0897-4438","1528-6983","BUSINESS","ESCI","741","2.7","0.79","N/A","10.57"%,"100"%,"57",
"Journal of Money Laundering Control","J MONEY LAUND CONTRO","EMERALD GROUP PUBLISHING LTD","1758-7808","1368-5201","CRIMINOLOGY & PENOLOGY","ESCI","737","1.1","0.62","1.1","8.88"%,"87.5"%,"32",
"Journal of Public Economic Theory","J PUBLIC ECON THEORY","WILEY","1097-3923","1467-9779","ECONOMICS","SSCI","733","0.9","0.34","0.9","30.6"%,"100"%,"36",
"Journal of Park and Recreation Administration","J PARK RECREAT ADM","SAGAMORE PUBLISHING LLC","0735-1968","2160-6862","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","724","1","0.25","1.2","0"%,"96.15"%,"26",
"Journal of the Economics of Ageing","J ECON AGEING","ELSEVIER","2212-828X","2212-8298","DEMOGRAPHY","SSCI","707","2","0.74","2.1","37.76"%,"100"%,"22",
"Journal of the Economics of Ageing","J ECON AGEING","ELSEVIER","2212-828X","2212-8298","ECONOMICS","SSCI","707","2","0.74","2.1","37.76"%,"100"%,"22",
"Journal of the Economics of Ageing","J ECON AGEING","ELSEVIER","2212-828X","2212-8298","GERONTOLOGY","SSCI","707","2","0.74","2.1","37.76"%,"100"%,"22",
"Journal of Cultural Heritage Management and Sustainable Development","J CULT HERIT MANAG S","EMERALD GROUP PUBLISHING LTD","2044-1266","2044-1274","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","ESCI","694","1.2","0.19","1.4","15.71"%,"96.97"%,"66",
"Journal of Social Marketing","J SOC MARKET","EMERALD GROUP PUBLISHING LTD","2042-6763","2042-6771","BUSINESS","SSCI","688","2.6","0.5","2.8","5"%,"94.44"%,"18",
"Journal of Revenue and Pricing Management","J REVENUE PRICING MA","PALGRAVE MACMILLAN LTD","1476-6930","1477-657X","BUSINESS, FINANCE","ESCI","686","1.5","0.36","1.4","18.58"%,"100"%,"45",
"Journal of Indian Business Research","J INDIAN BUS RES","EMERALD GROUP PUBLISHING LTD","1755-4195","1755-4209","BUSINESS","ESCI","682","2.7","0.47","3.1","0"%,"95.65"%,"23",
"Journal of Financial Economic Policy","J FINAN ECON POLICY","EMERALD GROUP PUBLISHING LTD","1757-6385","1757-6393","ECONOMICS","ESCI","673","1.8","0.5","1.7","3.54"%,"100"%,"58",
"Journal of Culinary Science & Technology","J CULIN SCI TECHNOL","TAYLOR & FRANCIS INC","1542-8052","1542-8044","FOOD SCIENCE & TECHNOLOGY","ESCI","668","1","0.19","1.3","2.23"%,"98.15"%,"54",
"Journal of the Economic and Social History of the Orient","J ECON SOC HIST ORIE","BRILL","0022-4995","1568-5209","HISTORY","AHCI, SSCI","668","0.6","2.09","0.6","19.44"%,"100"%,"21",
"JOURNAL OF SOUTHEAST ASIAN STUDIES","J SOUTHEAST ASIAN ST","CAMBRIDGE UNIV PRESS","0022-4634","1474-0680","AREA STUDIES","SSCI","668","0.4","0.86","0.7","10.67"%,"94.44"%,"18",
"JOURNAL OF SOUTHEAST ASIAN STUDIES","J SOUTHEAST ASIAN ST","CAMBRIDGE UNIV PRESS","0022-4634","1474-0680","ASIAN STUDIES","AHCI","668","0.4","0.86","0.7","10.67"%,"94.44"%,"18",
"Journal of Current Issues and Research In Advertising","J CURR ISS RES AD","TAYLOR & FRANCIS LTD","1064-1734","2164-7313","BUSINESS","ESCI","665","2.9","1.29","3.2","15"%,"100"%,"35",
"Journal of Current Issues and Research In Advertising","J CURR ISS RES AD","TAYLOR & FRANCIS LTD","1064-1734","2164-7313","COMMUNICATION","ESCI","665","2.9","1.29","3.2","15"%,"100"%,"35",
"JAPAN AND THE WORLD ECONOMY","JPN WORLD ECON","ELSEVIER","0922-1425","1879-2006","ECONOMICS","SSCI","662","1.2","0.45","1.6","21.79"%,"100"%,"25",
"Journal of Nonprofit & Public Sector Marketing","J NONPROFIT PUBLIC S","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1049-5142","1540-6997","BUSINESS","ESCI","658","1.3","0.23","1.9","18.46"%,"100"%,"35",
"Journal of Global Operations and Strategic Sourcing","J GLOB OPER STRATEG","EMERALD GROUP PUBLISHING LTD","2398-5364","2398-5364","MANAGEMENT","ESCI","647","2.7","0.71","3.4","2.17"%,"100"%,"17",
"Journal of Multi-Criteria Decision Analysis","J MULTI-CRITERIA DEC","WILEY","1057-9214","1099-1360","MANAGEMENT","ESCI","646","2.4","0.45","1.9","24.44"%,"100"%,"16",
"Journal of Global Scholars of Marketing Science","J GLOB SCHOLARS MARK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2163-9159","2163-9167","BUSINESS","ESCI","643","2.7","0.44","2.3","1.49"%,"100"%,"23",
"Journal of Emerging Technologies in Accounting","J EMERG TECHNOL ACCO","AMER ACCOUNTING ASSOC","1554-1908","1558-7940","BUSINESS, FINANCE","ESCI","633","2","0.46","2.3","0"%,"100"%,"14",
"Journal of Forest Economics","J FOREST ECON","NOW PUBLISHERS INC","1104-6899","1618-1530","ECONOMICS","SSCI","632","0.7","0.36","1","0"%,"100"%,"14",
"Journal of Forest Economics","J FOREST ECON","NOW PUBLISHERS INC","1104-6899","1618-1530","FORESTRY","SCIE","632","0.7","0.36","1","0"%,"100"%,"14",
"JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT","J INST THEOR ECON","J C B MOHR","0932-4569","1614-0559","ECONOMICS","SSCI","632","0.2","0.18","0.4","0"%,"100"%,"28",
"JOURNAL OF GENERAL MANAGEMENT","J GEN MANAG","SAGE PUBLICATIONS LTD","0306-3070","1759-6106","MANAGEMENT","ESCI","624","1.3","0.34","1.6","12.18"%,"100"%,"39",
"Journal of Hospitality & Tourism Education","J HOSP TOUR EDUC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1096-3758","2325-6540","EDUCATION & EDUCATIONAL RESEARCH","ESCI","620","2","0.94","2.3","9.78"%,"100"%,"38",
"Journal of Hospitality & Tourism Education","J HOSP TOUR EDUC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1096-3758","2325-6540","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","620","2","0.94","2.3","9.78"%,"100"%,"38",
"Journal of Risk","J RISK","INCISIVE MEDIA","1465-1211","1755-2842","BUSINESS, FINANCE","SSCI","619","0.5","0.14","0.5","0"%,"100"%,"16",
"Journal of Economic Methodology","J ECON METHODOL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1350-178X","1469-9427","ECONOMICS","SSCI","614","1.8","0.52","1.6","38.46"%,"100"%,"17",
"JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE","J ORG COMP ELECT COM","TAYLOR & FRANCIS INC","1091-9392","1532-7744","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","610","1.9","0.51","2.7","8"%,"100"%,"27",
"JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE","J ORG COMP ELECT COM","TAYLOR & FRANCIS INC","1091-9392","1532-7744","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","610","1.9","0.51","2.7","8"%,"100"%,"27",
"Journal of Information & Knowledge Management","J INF KNOWL MANAG","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-6492","1793-6926","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","606","1","0.3","1","1.31"%,"97.37"%,"114",
"Journal of Information Communication & Ethics in Society","J INF COMMUN ETHICS","EMERALD GROUP PUBLISHING LTD","1477-996X","1758-8871","ETHICS","ESCI","602","1.9","0.7","2.3","8.33"%,"90.32"%,"31",
"JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT","J ORGAN BEHAV MANAGE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0160-8061","1540-8604","MANAGEMENT","SSCI","597","1.2","0.47","1.8","7.55"%,"100"%,"17",
"JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT","J ORGAN BEHAV MANAGE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0160-8061","1540-8604","PSYCHOLOGY, APPLIED","SSCI","597","1.2","0.47","1.8","7.55"%,"100"%,"17",
"Journal of Teaching in Travel & Tourism","J TEACH TRAVEL TOUR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1531-3220","1531-3239","EDUCATION & EDUCATIONAL RESEARCH","ESCI","590","2.2","1.08","2.3","11.43"%,"100"%,"19",
"Journal of Economic Policy Reform","J ECON POLICY REFORM","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1748-7870","1748-7889","DEVELOPMENT STUDIES","SSCI","588","3.2","0.91","2.4","29.63"%,"95.45"%,"22",
"Journal of Economic Policy Reform","J ECON POLICY REFORM","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1748-7870","1748-7889","ECONOMICS","SSCI","588","3.2","0.91","2.4","29.63"%,"95.45"%,"22",
"Journal of the American Taxation Association","J AM TAX ASSOC","AMER ACCOUNTING ASSOC","0198-9073","1558-8017","BUSINESS, FINANCE","ESCI","587","2","0.53","2.1","0"%,"100"%,"12",
"Journal of Corporate Accounting and Finance","J CORP ACCOUNT FINAN","WILEY PERIODICALS, INC","1044-8136","1097-0053","BUSINESS, FINANCE","ESCI","582","1.2","0.27","1.4","13.84"%,"98.78"%,"82",
"Journal of Management Control","J MANAG CONTROL","SPRINGER","2191-4761","2191-477X","MANAGEMENT","ESCI","579","3.6","0.64","4.4","72.34"%,"94.74"%,"19",
"Journal of Property Research","J PROP RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0959-9916","1466-4453","URBAN STUDIES","ESCI","576","2.3","0.66","2.6","37.78"%,"94.44"%,"18",
"Journal of Research in Marketing and Entrepreneurship","J RES MARK ENTREP","EMERALD GROUP PUBLISHING LTD","1471-5201","1471-521X","BUSINESS","ESCI","570","3.1","0.53","2.9","3.85"%,"100"%,"22",
"Journal of Financial Management of Property and Construction","J FINANC MANAG PROP","EMERALD GROUP PUBLISHING LTD","1366-4387","1759-8443","BUSINESS, FINANCE","ESCI","569","1.9","0.49","2.3","1.61"%,"100"%,"17",
"Journal of International Accounting Research","J INT ACCOUNT RES","AMER ACCOUNTING ASSOC","1542-6297","1558-8025","BUSINESS, FINANCE","ESCI","568","1","0.28","1.6","0"%,"96"%,"25",
"Journal of Professions and Organization","J PROF ORGAN","OXFORD UNIV PRESS","2051-8803","2051-8811","MANAGEMENT","ESCI","566","2.2","0.85","2.7","45.45"%,"100"%,"17",
"Journal of Chinese Economic and Business Studies","J CHIN ECON BUS STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1476-5284","1476-5292","ECONOMICS","ESCI","563","3.7","0.93","2.6","20"%,"100"%,"19",
"Journal of Business-to-Business Marketing","J BUS-BUS MARK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1051-712X","1547-0628","BUSINESS","SSCI","563","2.5","0.44","2.6","9.68"%,"93.33"%,"45",
"JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY","J CONSTR PSYCHOL","TAYLOR & FRANCIS INC","1072-0537","1521-0650","PSYCHOLOGY, CLINICAL","SSCI","561","0.7","0.29","1","22.22"%,"100"%,"20",
"Journal of Political Marketing","J POLITICAL MARKETIN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1537-7857","1537-7865","POLITICAL SCIENCE","ESCI","559","1.7","0.95","2.2","12.5"%,"100"%,"18",
"JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK","JAHRB NATL STAT","WALTER DE GRUYTER GMBH","0021-4027","2366-049X","ECONOMICS","SSCI","552","1.1","0.41","2","54.84"%,"94.12"%,"34",
"JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK","JAHRB NATL STAT","WALTER DE GRUYTER GMBH","0021-4027","2366-049X","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","552","1.1","0.41","2","54.84"%,"94.12"%,"34",
"JOURNAL OF LABOR RESEARCH","J LABOR RES","SPRINGER","0195-3613","1936-4768","INDUSTRIAL RELATIONS & LABOR","SSCI","550","1.4","0.47","1.3","21.05"%,"92.31"%,"13",
"Journal of Political Power","J POLITICAL POWER","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2158-379X","2158-3803","POLITICAL SCIENCE","ESCI","547","1.3","1.05","2.4","46.03"%,"100"%,"17",
"Journal of Global Information Technology Management","J GLOB INF TECH MAN","TAYLOR & FRANCIS INC","1097-198X","2333-6846","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","532","2.6","0.73","3.3","2.56"%,"100"%,"14",
"Journal of Global Mobility-The Home of Expatriate Management Research","J GLOB MOBIL","EMERALD GROUP PUBLISHING LTD","2049-8799","2049-8802","MANAGEMENT","ESCI","525","2","0.47","2.3","13.16"%,"92.31"%,"26",
"Journal of Human Capital","J HUM CAPITAL","UNIV CHICAGO PRESS","1932-8575","1932-8664","ECONOMICS","SSCI","523","0.8","0.36","1.3","3.92"%,"100"%,"18",
"Journal of Benefit-Cost Analysis","J BENEFIT-COST ANAL","CAMBRIDGE UNIV PRESS","2194-5888","2152-2812","ECONOMICS","SSCI","522","1.8","0.67","2.2","58.33"%,"100"%,"31",
"JOURNAL OF ECONOMIC INTEGRATION","J ECON INTEGR","Center Economic Integration","1225-651X","1976-5525","ECONOMICS","ESCI","522","1","0.35","1.2","89.89"%,"100"%,"38",
"Journal of Entrepreneurship","J ENTREP","SAGE PUBLICATIONS INDIA PVT LTD","0971-3557","0973-0745","BUSINESS","ESCI","517","1.9","0.38","2.7","16.67"%,"100"%,"23",
"Journal of Management History","J MANAG HIST","EMERALD GROUP PUBLISHING LTD","1751-1348","1758-7751","MANAGEMENT","ESCI","514","1.7","0.33","1.5","8.11"%,"92.16"%,"51",
"Journal of Financial Regulation and Compliance","J FINANC REGUL COMPL","EMERALD GROUP PUBLISHING LTD","1358-1988","1740-0279","BUSINESS, FINANCE","ESCI","510","1.8","0.46","1.6","13.59"%,"95"%,"40",
"Journal of Corporate Real Estate","J CORP REAL ESTATE","EMERALD GROUP PUBLISHING LTD","1463-001X","1479-1048","MANAGEMENT","ESCI","497","1","0.45","2.5","25.64"%,"100"%,"13",
"Journal of the History of Economic Thought","J HIST ECON THOUGHT","CAMBRIDGE UNIV PRESS","1053-8372","1469-9656","HISTORY","AHCI, SSCI","485","0.7","1.87","0.8","40"%,"100"%,"33",
"Journal of the History of Economic Thought","J HIST ECON THOUGHT","CAMBRIDGE UNIV PRESS","1053-8372","1469-9656","HISTORY OF SOCIAL SCIENCES","SSCI","485","0.7","1.87","0.8","40"%,"100"%,"33",
"JAPANESE ECONOMIC REVIEW","JPN ECON REV","SPRINGER HEIDELBERG","1352-4739","1468-5876","ECONOMICS","SSCI","475","0.5","0.36","1.2","28.81"%,"100"%,"31",
"JOURNAL OF POPULATION RESEARCH","J POPUL RES","SPRINGER","1443-2447","1835-9469","DEMOGRAPHY","ESCI","469","1.2","0.75","1.4","50"%,"93.1"%,"29",
"Journal of Convention & Event Tourism","J CONV EVENT TOUR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1547-0148","1547-0156","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","456","1.6","0.43","2.2","5.45"%,"100"%,"15",
"Journal of Industry Competition & Trade","J IND COMPET TRADE","SPRINGER","1566-1679","1573-7012","BUSINESS","ESCI","454","0.6","0.14","1.6","26.42"%,"100"%,"20",
"Journal of Investing","J INVEST","PAGEANT MEDIA LTD","1068-0896","2168-8613","BUSINESS, FINANCE","ESCI","444","0.4","0.13","0.5","0"%,"100"%,"52",
"Journal of Global Sport Management","J GLOB SPORT MANAGE","TAYLOR & FRANCIS LTD","2470-4067","2470-4075","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","438","1.9","0.82","1.8","11.51"%,"100"%,"31",
"Journal of Global Sport Management","J GLOB SPORT MANAGE","TAYLOR & FRANCIS LTD","2470-4067","2470-4075","MANAGEMENT","ESCI","438","1.9","0.82","1.8","11.51"%,"100"%,"31",
"Journal of Innovation Economics & Management","J INNOV ECON MANAG","DE BOECK UNIV","N/A","2032-5355","MANAGEMENT","ESCI","434","2.3","0.47","1.9","2.35"%,"100"%,"32",
"ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS","ITE J","INST TRANSPORTATION ENGINEERS","0162-8178","N/A","ENGINEERING, CIVIL","SCIE","431","0.4","0.05","0.4","0"%,"95.24"%,"21",
"ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS","ITE J","INST TRANSPORTATION ENGINEERS","0162-8178","N/A","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","431","0.4","0.05","0.4","0"%,"95.24"%,"21",
"Journal of Intellectual Property Law & Practice","J INTELLET PROP LAW","OXFORD UNIV PRESS","1747-1532","1747-1540","LAW","ESCI","430","0.6","0.61","0.6","31.44"%,"100"%,"92",
"JOURNAL OF EMPLOYMENT COUNSELING","J EMPLOYMENT COUNS","WILEY","0022-0787","2161-1920","PSYCHOLOGY, APPLIED","SSCI","421","0.8","0.42","1.4","21.57"%,"100"%,"11",
"ISRA International Journal of Islamic Finance","ISRA INT J ISLAMIC F","INT SHARIAH RESEARCH ACAD ISLAMIC FINANCE RES MANAGEMENT CTR - ISRA RMC","0128-1976","2289-4365","BUSINESS, FINANCE","ESCI","412","1.4","0.48","2.1","96.1"%,"100"%,"20",
"Journal of Competition Law & Economics","J COMPET LAW ECON","OXFORD UNIV PRESS","1744-6414","1744-6422","ECONOMICS","SSCI","412","1.2","0.91","1.2","26.42"%,"100"%,"20",
"Journal of Competition Law & Economics","J COMPET LAW ECON","OXFORD UNIV PRESS","1744-6414","1744-6422","LAW","SSCI","412","1.2","0.91","1.2","26.42"%,"100"%,"20",
"Journal of International Education in Business","J INT EDUC BUS","EMERALD GROUP PUBLISHING LTD","2046-469X","1836-3261","EDUCATION & EDUCATIONAL RESEARCH","ESCI","387","2.5","1.26","2.6","3.9"%,"97.22"%,"36",
"JOURNAL OF DATABASE MANAGEMENT","J DATABASE MANAGE","IGI GLOBAL","1063-8016","1533-8010","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","378","0.8","0.3","2","79.22"%,"100"%,"17",
"JOURNAL OF DATABASE MANAGEMENT","J DATABASE MANAGE","IGI GLOBAL","1063-8016","1533-8010","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","378","0.8","0.3","2","79.22"%,"100"%,"17",
"Journal of Economic Interaction and Coordination","J ECON INTERACT COOR","SPRINGER HEIDELBERG","1860-711X","1860-7128","ECONOMICS","SSCI","362","1","0.35","1.1","49.44"%,"100"%,"38",
"Journal of Banking Regulation","J BANK REGUL","PALGRAVE MACMILLAN LTD","1745-6452","1750-2071","BUSINESS, FINANCE","ESCI","361","1.5","0.38","1.4","25.64"%,"100"%,"31",
"Journal of Computational Finance","J COMPUT FINANC","INCISIVE MEDIA","1460-1559","1755-2850","BUSINESS, FINANCE","SSCI","360","0.5","0.15","0.7","0"%,"100"%,"12",
"Journal of Social and Economic Development","J SOCIAL EC DEV","SPRINGER INDIA","0972-5792","2199-6873","DEVELOPMENT STUDIES","ESCI","350","1","0.37","1.3","16.75"%,"100"%,"92",
"Journal of Social and Economic Development","J SOCIAL EC DEV","SPRINGER INDIA","0972-5792","2199-6873","ECONOMICS","ESCI","350","1","0.37","1.3","16.75"%,"100"%,"92",
"Journal of Asian Business and Economic Studies","J ASIAN BUS ECON ST","EMERALD GROUP PUBLISHING LTD","N/A","2515-964X","BUSINESS","ESCI","348","3.6","1.1","3.4","96.88"%,"100"%,"30",
"Journal of Asian Business and Economic Studies","J ASIAN BUS ECON ST","EMERALD GROUP PUBLISHING LTD","N/A","2515-964X","ECONOMICS","ESCI","348","3.6","1.1","3.4","96.88"%,"100"%,"30",
"JOURNAL OF ARTS MANAGEMENT LAW AND SOCIETY","J ART MANAG LAW SOC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1063-2921","1930-7799","HUMANITIES, MULTIDISCIPLINARY","AHCI","347","0.6","1.22","1","25.45"%,"100"%,"16",
"Journal of the Economic Science Association-JESA","J ECON SCI ASSOC-JES","CAMBRIDGE UNIV PRESS","2199-6784","2199-6776","ECONOMICS","ESCI","334","0.6","0.36","1.2","48.44"%,"100"%,"28",
"JOURNAL OF QUANTITATIVE ECONOMICS","J QUANT ECON","SPRINGER","0971-1554","2364-1045","ECONOMICS","ESCI","307","0.6","0.19","0.8","8.33"%,"100"%,"67",
"Journal of Corporate Law Studies","J CORP LAW STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1473-5970","1757-8426","LAW","SSCI","302","1.5","1.53","1.5","57.38"%,"100"%,"21",
"Journal of Korea Trade","J KOREA TRADE","KOREA TRADE RESEARCH ASSOC","N/A","1229-828X","ECONOMICS","SSCI","285","1.2","0.27","0.7","0"%,"100"%,"66",
"Journal of East European Management Studies","J E EUR MANAG STUD","NOMOS VERLAGSGESELLSCHAFT MBH & CO KG","0949-6181","1862-0019","MANAGEMENT","SSCI","280","0.6","0.13","0.6","1.19"%,"100"%,"28",
"Journal of European Real Estate Research","J EUR REAL ESTATE RE","EMERALD GROUP PUBLISHING LTD","1753-9269","1753-9269","BUSINESS, FINANCE","ESCI","278","0.9","0.34","1.4","26.67"%,"100"%,"28",
"Journal of Demographic Economics","J DEMOGR ECON","CAMBRIDGE UNIV PRESS","2054-0892","2054-0906","DEMOGRAPHY","SSCI","278","0.7","0.45","1.4","28.36"%,"100"%,"25",
"Journal of Demographic Economics","J DEMOGR ECON","CAMBRIDGE UNIV PRESS","2054-0892","2054-0906","ECONOMICS","SSCI","278","0.7","0.45","1.4","28.36"%,"100"%,"25",
"Journal of Financial Regulation","J FINANC REGUL","OXFORD UNIV PRESS","2053-4833","2053-4841","LAW","ESCI","272","2.5","2.43","3","48.48"%,"100"%,"12",
"Journal of Global Economic Analysis","J GLOB ECON ANAL","CENTER GLOBAL TRADE ANALYSIS","2377-2999","2377-2999","ECONOMICS","ESCI","263","2.6","0.61","4","0"%,"100"%,"5",
"Journal of Emerging Market Finance","J EMERG MARK FINANC","SAGE PUBLICATIONS INDIA PVT LTD","0972-6527","0973-0710","BUSINESS, FINANCE","ESCI","256","1.2","0.38","1.3","3.23"%,"100"%,"17",
"Journal of Investment Management","J INVEST MANAG","JOURNAL INVESTMENT MANAGEMENT","1545-9144","1545-9152","BUSINESS, FINANCE","ESCI","254","0.2","0.1","0.6","0"%,"100"%,"14",
"JOURNAL OF MEDIA ECONOMICS","J MEDIA ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0899-7764","1532-7736","COMMUNICATION","SSCI","242","1.9","0.42","1.3","17.39"%,"100"%,"9",
"JOURNAL OF MEDIA ECONOMICS","J MEDIA ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0899-7764","1532-7736","ECONOMICS","SSCI","242","1.9","0.42","1.3","17.39"%,"100"%,"9",
"Journal of Cases on Information Technology","J CASES INF TECHNOL","IGI GLOBAL","1548-7717","1548-7725","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","242","0.9","0.22","1.4","98.96"%,"97.62"%,"42",
"Journal of Historical Research in Marketing","J HIST RES MARKETING","EMERALD GROUP PUBLISHING LTD","1755-750X","1755-7518","BUSINESS","ESCI","233","0.6","0.09","0.7","13.64"%,"92.86"%,"14",
"Journal of South Asian Development","J S ASIAN DEV","SAGE PUBLICATIONS INDIA PVT LTD","0973-1741","0973-1733","DEVELOPMENT STUDIES","SSCI","230","0.9","0.31","1.1","17.86"%,"100"%,"9",
"Journal of Australian Political Economy","J AUST POLIT ECON","AUSTRALIAN POLITICAL ECONOMY MOVEMENT","0156-5826","1839-3675","ECONOMICS","SSCI","227","0.5","0.21","1.8","0"%,"100"%,"19",
"Journal of Australian Political Economy","J AUST POLIT ECON","AUSTRALIAN POLITICAL ECONOMY MOVEMENT","0156-5826","1839-3675","POLITICAL SCIENCE","SSCI","227","0.5","0.21","1.8","0"%,"100"%,"19",
"Journal of East-West Business","J EAST-WEST BUS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1066-9868","1528-6959","BUSINESS","ESCI","224","0.9","0.17","1.4","6.56"%,"100"%,"17",
"Journal of Chinese Economic and Foreign Trade Studies","J CHIN ECON FOREIGN","EMERALD GROUP PUBLISHING LTD","1754-4408","1754-4416","ECONOMICS","ESCI","217","1.6","0.5","1.6","2.38"%,"100"%,"14",
"Journal of Southeast Asian Economies","J SOUTHEAST ASIAN EC","INST SOUTHEAST ASIAN STUDIES-ISEAS","2339-5095","2339-5206","ECONOMICS","ESCI","214","0.8","0.27","1","0"%,"100"%,"15",
"EKONOMICKY CASOPIS","EKON CAS","INST ECONOMICS RESEARCH SAS & INST FORECASTING CSPS SAS","0013-3035","0013-3035","ECONOMICS","SSCI","213","0.6","0.15","0.4","98.81"%,"100"%,"19",
"Journal of Electronic Commerce in Organizations","J ELECTRON COMMER OR","IGI GLOBAL","1539-2937","1539-2929","BUSINESS","ESCI","207","1.2","0.22","1.2","96.77"%,"100"%,"4",
"Journal of Teaching in International Business","J TEACH INT BUS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0897-5930","1528-6991","EDUCATION & EDUCATIONAL RESEARCH","ESCI","204","1.2","0.34","1.4","8"%,"100"%,"5",
"Journal of Financial Reporting","J FINANC REPORT","AMER ACCOUNTING ASSOC","2380-2154","2380-2146","BUSINESS, FINANCE","ESCI","192","3.7","0.77","2.5","0"%,"100"%,"11",
"Journal of Labor and Society","J LABOR SOC","BRILL","2471-4607","2667-3657","INDUSTRIAL RELATIONS & LABOR","ESCI","181","1.1","0.43","1","17.54"%,"100"%,"21",
"Journal of Education Finance","J EDUC FINANC","UNIV ILLINOIS PRESS","0098-9495","1944-6470","EDUCATION & EDUCATIONAL RESEARCH","ESCI","181","0.2","0.17","0.4","0"%,"100"%,"5",
"Journal of Business Analytics","J BUS ANAL","TAYLOR & FRANCIS LTD","2573-234X","2573-2358","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","176","1.6","0.41","1.5","14.81"%,"100"%,"17",
