Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL,Job Title,Field
Quantile estimation from ranked set sampling data,2005,Journals,Sankhya: The Indian Journal of Statistics,http://espace.library.uq.edu.au/view/UQ:e4e8068,Min Zhu,https://business.uq.edu.au/profile/1448/min-zhu,Associate Professor,Finance,D
Robust estimating functions and bias correction for longitudinal data analysis,2005,Journals,Biometrics,http://espace.library.uq.edu.au/view/UQ:222311,Min Zhu,https://business.uq.edu.au/profile/1448/min-zhu,Associate Professor,Finance,D
Optimal sign tests for data from ranked set samples,2005,Journals,Statistics and Probability Letters,http://espace.library.uq.edu.au/view/UQ:221264,Min Zhu,https://business.uq.edu.au/profile/1448/min-zhu,Associate Professor,Finance,D
Informational content of options around analyst recommendations,202,Journals,International Journal of Managerial Finance,http://espace.library.uq.edu.au/view/UQ:e97533a,Min Zhu,https://business.uq.edu.au/profile/1448/min-zhu,Associate Professor,Finance,D
Evaluating the efficacy of multiple testing adjustments in empirical asset pricing,2023,Working Papers,,http://espace.library.uq.edu.au/view/UQ:64f3858,Min Zhu,https://business.uq.edu.au/profile/1448/min-zhu,Associate Professor,Finance,D
Detecting accounting fraud with noisy labels,2022,Working Papers,,http://espace.library.uq.edu.au/view/UQ:0018b08,Min Zhu,https://business.uq.edu.au/profile/1448/min-zhu,Associate Professor,Finance,D
Crowding: evidence from fund managerial structure,2020,Working Papers,,http://espace.library.uq.edu.au/view/UQ:f684a47,Min Zhu,https://business.uq.edu.au/profile/1448/min-zhu,Associate Professor,Finance,D
Does corporate exposure to weather affect bond yield spread?,2020,Working Papers,,http://espace.library.uq.edu.au/view/UQ:9e6aee1,Min Zhu,https://business.uq.edu.au/profile/1448/min-zhu,Associate Professor,Finance,D
The audit market for listed Australian companies from 2012 to 2018: a state of play,2022,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:5dd1874,Yang Xu,https://business.uq.edu.au/profile/1487/yang-xu,Lecturer,Accounting,B
Responses by Australian auditors to the global financial crisis,2013,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:720482,Yang Xu,https://business.uq.edu.au/profile/1487/yang-xu,Lecturer,Accounting,B
Audit reports in Australia during the global financial crisis,2011,Journals,Australian Accounting Review,http://espace.library.uq.edu.au/view/UQ:720485,Yang Xu,https://business.uq.edu.au/profile/1487/yang-xu,Lecturer,Accounting,B
Interactive spreadsheeting: a learning strategy and exercises for calculative management accounting principles,2022,Journals,Issues in Accounting Education,http://espace.library.uq.edu.au/view/UQ:3a0af8e,Cecilia Chiu,https://business.uq.edu.au/profile/1496/cecilia-chiu,Lecturer,Accounting,B
Using colour-coded digital annotation for enhanced case-based learning outcomes,2022,Journals,Accounting Education,http://espace.library.uq.edu.au/view/UQ:c9e41a4,Cecilia Chiu,https://business.uq.edu.au/profile/1496/cecilia-chiu,Lecturer,Accounting,B
Measuring intellectual capital efficiency: Going beyond the VAIC model,2021,Book Chapter,,http://espace.library.uq.edu.au/view/UQ:964a051,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Do companies’ green credentials enhance trade credit provisions? Global evidence,2025,Journals,"Journal of International Financial Markets, Institutions and Money",http://espace.library.uq.edu.au/view/UQ:fef8254,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Board co-option and audit fees,2025,Journals,Meditari Accountancy Research,http://espace.library.uq.edu.au/view/UQ:87ea66f,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Unlocking financial clarity: how tournament incentives influence the readability of financial reporting,2025,Journals,Meditari Accountancy Research,http://espace.library.uq.edu.au/view/UQ:720d568,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Do female directors affect the cost of equity capital?,2025,Journals,China Accounting and Finance Review,http://espace.library.uq.edu.au/view/UQ:e18b76d,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
"Social Trust, Environmental Violations, and Remedial Actions in China",2024,Journals,Journal of Business Ethics,http://espace.library.uq.edu.au/view/UQ:8439c3a,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
CEO succession origin and annual reports readability,2024,Journals,The British Accounting Review,http://espace.library.uq.edu.au/view/UQ:d229ac4,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
The presence and composition of sustainability committee and waste management practices,2024,Journals,International Review of Financial Analysis,http://espace.library.uq.edu.au/view/UQ:799bc21,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Board gender reforms and voluntary disclosure: international evidence from management earnings forecasts,2024,Journals,Corporate Governance: An International Review,http://espace.library.uq.edu.au/view/UQ:d0b6450,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Board co‐option and corporate environmental orientation: new insights from the waste management perspective,2024,Journals,Corporate Governance: An International Review,http://espace.library.uq.edu.au/view/UQ:c653452,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Financially material sustainability reporting and firm performance in New Zealand,2023,Journals,Meditari Accountancy Research,http://espace.library.uq.edu.au/view/UQ:af73988,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
"Board demographic, structural diversity, and eco-innovation: International evidence",2023,Journals,Corporate Governance: An International Review,http://espace.library.uq.edu.au/view/UQ:6013a62,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
A CEO's expertise power and bank diversification,2023,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:2a5033a,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Corporate social responsibility decoupling: a systematic literature review and future research agenda,2023,Journals,Journal of Applied Accounting Research,http://espace.library.uq.edu.au/view/UQ:399c6b0,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Walking the Talk? A Corporate Governance Perspective on Corporate Social Responsibility Decoupling,2022,Journals,British Journal of Management,http://espace.library.uq.edu.au/view/UQ:961f906,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Do capital markets reward corporate climate change actions? Evidence from the cost of debt,2022,Journals,Business Strategy and the Environment,http://espace.library.uq.edu.au/view/UQ:75f043a,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Board gender diversity and managerial obfuscation: evidence from the readability of narrative disclosure in 10-K reports,2022,Journals,Journal of Business Ethics,http://espace.library.uq.edu.au/view/UQ:f205180,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Environmental innovation and firm value: The moderating role of organizational capital,2022,Journals,Journal of Environmental Management,http://espace.library.uq.edu.au/view/UQ:ecc48dd,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Institutional Ownership and Greenhouse Gas Emissions: A Comparative Study of the UK and the USA,2022,Journals,British Journal of Management,http://espace.library.uq.edu.au/view/UQ:32477bc,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Toxic chemical releases and idiosyncratic return volatility: A prospect theory perspective,2022,Journals,Accounting & Finance,http://espace.library.uq.edu.au/view/UQ:dbdd347,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Boardroom gender diversity and investment inefficiency: New evidence from the United Kingdom,2022,Journals,Corporate Governance: An International Review,http://espace.library.uq.edu.au/view/UQ:6c8b324,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Do liquid assets lure managers? Evidence from corporate misconduct,2022,Journals,Journal of Business Finance & Accounting,http://espace.library.uq.edu.au/view/UQ:f0592bf,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Does organisational capital influence environmental strategies? Evidence from environmental innovation,2021,Journals,Business Strategy and the Environment,http://espace.library.uq.edu.au/view/UQ:016e194,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
"Regulating non-financial reporting: evidence from European firms' environmental, social and governance disclosures and earnings risk",2021,Journals,Meditari Accountancy Research,http://espace.library.uq.edu.au/view/UQ:9620864,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
"Biodiversity disclosure, sustainable development and environmental initiatives: Does board gender diversity matter?",2021,Journals,Business Strategy and the Environment,http://espace.library.uq.edu.au/view/UQ:7bbde37,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Corporate governance and supplemental environmental projects: a restorative justice approach,2021,Journals,Journal of Business Ethics,http://espace.library.uq.edu.au/view/UQ:becf531,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
"CEO ability, career concerns, firms’ lifecycle and investments in intellectual capital",2021,Journals,International Review of Economics and Finance,http://espace.library.uq.edu.au/view/UQ:4424c6e,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Does corporate eco-innovation affect stock price crash risk?,2021,Journals,The British Accounting Review,http://espace.library.uq.edu.au/view/UQ:3d7b802,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
AccountAbility’s AA1000AP standard: a framework for integrating sustainability into organisations,2021,Journals,"Sustainability Accounting, Management and Policy Journal",http://espace.library.uq.edu.au/view/UQ:1761971,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Board gender diversity and dividend policy in Australian listed firms: the effect of ownership concentration,2021,Journals,Asia Pacific Journal of Management,http://espace.library.uq.edu.au/view/UQ:928338f,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
"Economic policy uncertainty, oil price shocks and corporate investment: evidence from the oil industry",2021,Journals,Energy Economics,http://espace.library.uq.edu.au/view/UQ:62f3dc2,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Corporate governance and corporate social responsibility synergies: evidence from New Zealand,2021,Journals,Meditari Accountancy Research,http://espace.library.uq.edu.au/view/UQ:ad2f980,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Are women eco-friendly? Board gender diversity and environmental innovation,2020,Journals,Business Strategy and the Environment,http://espace.library.uq.edu.au/view/UQ:267ed1d,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Economic policy uncertainty and firm performance,2020,Journals,Applied Economics Letters,http://espace.library.uq.edu.au/view/UQ:a10ca5f,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
"Board gender diversity and environmental, social, and economic value creation: does family ownership matter?",2020,Journals,Business Strategy and the Environment,http://espace.library.uq.edu.au/view/UQ:8d57b4a,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
Does board gender diversity influence voluntary disclosure of intellectual capital in initial public offering prospectuses? Evidence from China,2020,Journals,Corporate Governance: An International Review,http://espace.library.uq.edu.au/view/UQ:d40e431,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
"Women on boards, firm risk and the profitability nexus: does gender diversity moderate the risk and return relationship?",2019,Journals,International Review of Economics and Finance,http://espace.library.uq.edu.au/view/UQ:85d2cfc,Muhammad Nadeem,https://business.uq.edu.au/profile/15364/muhammad-nadeem,Associate Professor,Accounting,D
