Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL
Doing critical dialogic accounting and accountability research: an analytical framework and case illustration,2024,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-12-2020-5046,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Sharing our account of journeying through Jindaola: an Aboriginal way towards decolonising educators,2024,Journals,Meditari Accountancy Research,http://dx.doi.org/10.1108/MEDAR-05-2023-1993,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
When the Personal is Political: Sharing – as Insight – our Lived Experiences as Women of Colour in Accounting Academia,2024,Journals,Social and Environmental Accountability Journal,http://dx.doi.org/10.1080/0969160X.2024.2320304,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Taking critical dialogic accountability into the field: Engaging contestation around microfinance and women’s empowerment,2023,Journals,Critical Perspectives on Accounting,http://dx.doi.org/10.1016/j.cpa.2021.102383,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
"Critical race theory, counter-accounting, and the emancipatory potential of counter-stories",2022,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-12-2020-5035,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
"Empowering vulnerable microfinance women through entrepreneurship: opportunities, challenges and the way forward",2022,Journals,International Journal of Gender and Entrepreneurship,http://dx.doi.org/10.1108/IJGE-01-2021-0020,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Exploring accountability of Australia and New Zealand's temporary labour mobility programmes in Samoa using a talanoa approach,2022,Journals,"Accounting, Auditing and Accountability Journal",http://dx.doi.org/10.1108/AAAJ-09-2020-4925,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Surveillance capitalism in the middle east retail sector,2022,Journals,Critical Perspectives on Accounting,http://dx.doi.org/10.1016/j.cpa.2022.102433,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Operationalising dialogic accounting education through praxis and social and environmental accounting: exploring student perspectives,2021,Journals,Accounting Education,http://dx.doi.org/10.1080/09639284.2021.1919531,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
"Surfacing the political: Women’s empowerment, microfinance, critical dialogic accounting and accountability",2020,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/j.aos.2020.101141,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
Microfinance: A magic bullet for poverty alleviation and empowerment?,2018,Journals,Third Sector Review,https://search.informit.org/doi/10.3316/ielapa.940156588344799,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
The incidence and perceived managerial merit of customer accounting in New Zealand,2015,Journals,Pacific Accounting Review,http://dx.doi.org/10.1108/PAR-05-2013-0049,Farzana Tanima,https://sydney.edu.au/business/about/our-people/academic-staff/farzana.tanima.html
"Property and Securities Law: Concepts of Ownership. In Andrew Terry, Des Giugni. (Eds.)",2019,Book Chapters,,,Ross Hodgson,http://sydney.edu.au/law/about/people/profiles/ross.hodgson.php
"Property and securities: Concepts of ownership. In Andrew Terry, Des Giugni (Eds.)",2016,Book Chapters,,,Ross Hodgson,http://sydney.edu.au/law/about/people/profiles/ross.hodgson.php
Evaluating the Performance of M&A,2014,Book Chapters,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Does Stakeholder Outrage Determine Executive Pay?,2025,Journals,Review of Corporate Finance Studies,http://dx.doi.org/10.1093/rcfs/cfae022,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Housing submarket spillovers and COVID-19: the increasing influence of Australia’s regional cities,2025,Journals,Regional Studies,http://dx.doi.org/10.1080/00343404.2025.2502045,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Residential property in Australia: mismatched investment and rental demand,2023,Journals,Housing Studies,http://dx.doi.org/10.1080/02673037.2021.1929858,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Speculative trading preferences of retail investor birth cohorts,2023,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.12934,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Time to acquire: Regulatory burden and M&A activity,2022,Journals,International Review of Financial Analysis,http://dx.doi.org/10.1016/j.irfa.2022.102047,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
The impact of machine learning on UK financial services,2021,Journals,Oxford Review of Economic Policy,http://dx.doi.org/10.1093/oxrep/grab016,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Ethical Investing Has No Portfolio Performance Cost,2020,Journals,Research in International Business and Finance,http://dx.doi.org/10.1016/j.ribaf.2019.101117,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Are paper winners gamblers? Evidence from Australian retail investors,2019,Journals,Accounting and Finance,http://dx.doi.org/10.1111/acfi.12296,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Home advantage: The preference for local residential real estate,2019,Journals,Pacific-Basin Finance Journal,http://dx.doi.org/10.1016/j.pacfin.2019.06.014,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Testing for Price Bubbles in Australian Listed Equities and A-REIT Markets,2019,Journals,AJAF - The Australasian Journal of Applied Finance,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
"Wealth transfer, signaling and leverage in M&A",2017,Journals,International Review of Financial Analysis,http://dx.doi.org/10.1016/j.irfa.2017.06.002,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Investor Characteristics and the Disposition Effect,2015,Journals,Pacific-Basin Finance Journal,http://dx.doi.org/10.1016/j.pacfin.2014.10.009,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
The impact of auctions on residential property prices,2012,Journals,Accounting and Finance,http://dx.doi.org/10.1111/j.1467-629X.2011.00399.x,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
The Impact of Residential Property Investment on Portfolio Performance,2012,Journals,JASSA,http://dx.doi.org/10.3316/ielapa.600735235569378,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Regulation and investment by IPO firms,2020,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
The acquisition decision of IPO firms,2019,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
"Accounting information, life cycle and debt markets",2018,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Do firms adjust their acquisition strategies and payment options in response to changes in financial reporting incentives?,2018,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Home advantage: The preference for local residential real estate,2018,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Home advantage: The preference for local residential real estate,2018,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Twice as good: the real impact of women in the boardroom,2017,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Twice as good: the real impact of women in the boardroom,2017,Conferences,5th International Conference of the Journal of International Accounting Research (JIAR) 2017,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Twice as good: the real impact of women in the boardroom,2017,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Twice as good: the real impact of women in the boardroom,2017,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Are Lucky Endings the Optimal Price Setting?,2016,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Are Lucky Endings the Optimal Price Setting?,2016,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Are Lucky Prices Optimal?,2016,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Identifying Wealth Transfer in M&A Using Credit Default Swaps,2016,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Identifying Wealth Transfer in M&A Using Credit Default Swaps,2016,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Investor Characteristics and Macro-Economic Conditions' Impact on Disposition Effect and Stock Market Gambling,2016,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Superstitious Behavior in Financial Decision Making,2016,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Superstitious Behavior in Financial Decision Making,2016,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Superstitious Behavior in Financial Decision Making,2016,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Seasonality in Australian Residential Real Estate Prices,2009,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
First-Sale Bias and Age Effects: Do 'new' properties sell at a premium?,2008,Conferences,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Asset price bubbles in the Australian Market,2016,Research Reports,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
Technology Impact on Capital Markets,2013,Research Reports,,,Danika Wright,https://sydney.edu.au/business/about/our-people/academic-staff/danika.wright.html
"Banking in Australia and New Zealand: Resilient Banking Down Under. In A.N. Berger, P. Molyneux, J.O.S. Wilson (Eds.)",2025,Book Chapters,,,Eliza Wu,https://sydney.edu.au/business/about/our-people/academic-staff/eliza.wu.html
"BANKING IN AUSTRALIA AND NEW ZEALAND: Resilient Banking Down Under. In A.N. Berger, P. Molyneux, J.O.S. Wilson (Eds.)",2025,Book Chapters,,http://dx.doi.org/10.1093/oxfordhb/9780198897071.013.39,Eliza Wu,https://sydney.edu.au/business/about/our-people/academic-staff/eliza.wu.html
"Mind the CSR Gaps in Corporate Acquisitions. In M. Sarfraz, K. Iqbal, U. Iyer-Raniga (Eds.)",2024,Book Chapters,,http://dx.doi.org/10.5772/intechopen.1005740,Eliza Wu,https://sydney.edu.au/business/about/our-people/academic-staff/eliza.wu.html
"Banking in Australia and New Zealand - Geographic proximity, market concentration and banking integration. In A.N. Berger, P.M. Molyneux, J.S. Wilson (Eds.)",2019,Book Chapters,,http://dx.doi.org/10.1093/oxfordhb/9780198824633.013.38,Eliza Wu,https://sydney.edu.au/business/about/our-people/academic-staff/eliza.wu.html
Do Sovereign Credit Ratings Influence Regional Stock and Bond Market Interdependencies in Emerging Countries? In Not known (Eds.),2018,Book Chapters,,http://dx.doi.org/10.1142/9789813223585_0015,Eliza Wu,https://sydney.edu.au/business/about/our-people/academic-staff/eliza.wu.html
